"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.149639430756843,2.16812860345573,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.240965162036325,1.96648329979699,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.179561863870472,2.03976281994544,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.16064456467306,2.21212829556991,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.238794747188486,2.03566956316619,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.212956115805006,2.07059726741046,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.144514157419154,2.31299547713692,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.178750661542089,2.06916099008499,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.236579931042233,1.97418300503711,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.139492308223494,2.40095618493973,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.176025715460115,2.14661956409829,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.236284912714811,2.04865350428302,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.154710162989388,2.26075774079258,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.184788063890935,2.0562203417568,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.228803804967428,2.01547831523593,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.158846447197705,2.31663184921599,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.188356218614107,2.12082577887864,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.244899714132192,2.03883856786881,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00208260621861782,2.59689319318417,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.000191246639765757,2.35923988888296,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00115587716769853,2.31156874925925,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.00433987017197003,2.70121645668671,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",9.33841536967583e-06,2.44997928901759,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.0130492320613477,2.33551801131471,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00092070092378204,2.75829187460725,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0111003288188603,2.3858087333843,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.000263099226212958,2.43580314246197,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.000762123079495641,2.7540862237571,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0102709640859656,2.35448893260189,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00199333988148743,2.42091761590411,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.110806457370372,2.44444561801433,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.156141223328315,2.10770235242811,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.17266037169047,2.09493695629014,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.101153789569191,2.47568789224449,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.173427554824675,2.04703715585972,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.247566758983077,1.95491527176478,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.123666959290962,2.45984465852421,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.158313749967608,2.12857919810972,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.149385330503677,2.13526685032427,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.162340358774324,2.3870111239624,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.187232273527159,2.05446610232599,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.227107672644023,1.98573816606921,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.00139720448290286,2.83070161373144,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.0143231933144629,2.38251820481863,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.0206344590163684,2.26437198510156,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.00260125286293935,2.79668580853544,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.0124241943818763,2.32595443634403,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.00191703297697196,2.2534288657494,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",8.2978848714729e-06,4.15490653875383,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00886059074844597,3.75368681853083,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.0127191186077586,3.73947142236275,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",2.79583492245884e-05,4.19835657155696,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.000256829425249899,3.86571016674988,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.0145678777718877,3.75794740264677,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.0140955416112348,4.03953520982103,"30",181
