"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0625099541082174,3.22925203589823,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.148356064434896,2.76077723841878,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.09014597852851,2.83953997412634,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0503596004056134,3.27813421818724,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.177748321887405,2.66834666819307,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0981396514689411,2.80465175776011,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.269206060429718,2.66695045080451,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.21457110401417,2.62958677052841,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.156623973343213,2.72766640180821,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.283521060359373,2.6322878643696,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.236933038614605,2.55916287258383,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.169226090932135,2.6806120154774,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.144734625896893,2.99130313577805,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.156328977887007,2.72842407995508,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.147603851676716,2.74274102163034,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.162592278937174,2.90852415658181,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.19065700446833,2.63754277916555,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.178208758092452,2.65651943285316,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00113845829412728,3.62519781326646,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0119127614772686,3.20528312509418,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00257210879548414,2.99632825484499,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.000634330102518203,3.63085928796409,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.0206948431043592,3.22398651280691,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00712349857028315,2.95499363856224,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00527119756815162,2.48078998359376,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.00643460945696517,2.26731004471014,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00578566780536544,2.3338083966218,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00804551673077302,2.60772413457372,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.000386711215012474,2.40659371422276,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0135636380534938,2.4669016201836,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.21468372907109,2.09692006812082,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.253558739122735,1.95548114131478,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.180458879647507,2.05082586831413,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.232241422830181,2.18494491414862,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.27903104809868,2.02751221037434,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.201746470099288,2.12868887641897,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.17193468043505,2.2666407560876,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.194620378363143,2.01900329702821,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.201553202632635,2.01466571010827,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.195597791308786,2.35451525972516,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.204908802574584,2.11245958434324,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.164792573822988,2.17524182990285,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.000152851478894702,2.43131698076114,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.0036841691246177,2.35822133757848,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.0031367562415772,2.2714079352535,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.00166352785790532,2.56585846899778,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.0060758350019141,2.48127899829067,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.00166940894313246,2.40965224004765,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.00062815565083335,3.47574666408293,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00208255052658773,3.01585702117393,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.00072128326371505,3.00015136886285,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.000214857507527666,3.37452271274382,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.0278778812570391,2.80324156772589,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.0127295789926702,2.8744166802219,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.00381519546759214,3.37603295154305,"30",181
"56","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.00471795128655249,2.93398915907294,"30",181
"57","Naive up to 3 lags","Lasso","p = 5","Scenario 1",1.08168039298684e-05,2.88232361666724,"30",181
"58","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.00732810670140798,3.28982396416532,"60",151
"59","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.0232429434638572,2.7885420780696,"60",151
"60","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.033603024679368,2.72828495654676,"60",151
"61","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.126807112935418,3.14037084180834,"30",181
"62","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.1970982241316,2.58843893569616,"30",181
