"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0742904753037872,2.78981595987748,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.0813248300353453,2.56121187747397,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0585235190046463,2.50437331447542,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.100228103145775,2.78559685741123,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.197156570997928,2.35259307750735,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0717986924248709,2.54547510876268,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.0865835374409838,2.94656855719631,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.166218216126124,2.36604838791854,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.0977961820436807,2.46419904913235,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.118829002373582,2.91702976641302,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.210480199021987,2.35296033220466,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.227818227311688,2.30941660866597,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.0949454963222434,2.93339547276753,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.162607376276064,2.38994366293949,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.119260003584532,2.42468819230603,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.111130007064918,2.95755166372421,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.198718070755986,2.38951213211559,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.188936336825629,2.37570793779346,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00013985765785736,3.08695171210077,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.000444358409999636,2.7315123104853,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00126497180090061,2.62134928262052,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.00195399520049357,3.20736120568206,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.000700864372104694,2.79498772237757,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00498776663931109,2.65631249870718,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00119225451050124,3.13548710819035,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.00021143169291619,2.4317476302785,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00232239620409814,2.52667244914139,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00291525289204706,2.82118203960729,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",3.876521057607e-05,1.91780492961163,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.000723075827523085,2.12234423541783,"60",151
