"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0536381005832828,1.98885654496815,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.113995770095836,1.73242197466307,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0551301606562,1.83951276972795,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0577024022618516,2.02966004376277,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.185013007543311,1.68278295242018,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.095797407456939,1.80574477340041,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.0868686389766704,2.11547537803162,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.234111479413613,1.60025222824658,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.188230886757324,1.6585988639113,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.104442948990752,2.09935640848038,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.273369442151698,1.5878608898436,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.233454399186957,1.64512999163493,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.155108713353469,1.96889444454574,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.281789866375016,1.53003288616917,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.171901556318451,1.65954171658116,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.17306479453157,2.02028193259943,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.285225308869623,1.5761469863184,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.217434074675159,1.6458332618048,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0238830887598528,3.54539394589568,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.015454932904675,2.70205295963624,"30",181
