"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.051552575209072,3.96682296584337,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.181229214316516,3.28872143150495,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.105159739151492,3.4469509551275,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0525779801225118,4.19397558284788,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.250078394520913,3.37330599998329,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.142687174194233,3.59438774681779,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.071542943889284,4.0766966069208,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.159009281702107,3.3484506206999,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.263398386556889,3.12932786183077,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.0872360262146002,4.14371253721332,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.181822603241929,3.51388813740104,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.262043264066168,3.34812812109689,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.102292872491724,3.80002734284322,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.156232077776799,3.35552728480697,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.256160027401855,3.15588531485788,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.104064174032983,3.99847325863765,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.175078677996751,3.52624878541237,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.273562208643722,3.33917295721133,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00194528717857533,4.15061122361052,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0065087673107201,3.74090672844853,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.000387898339723386,3.76970815791937,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.00032420085289754,4.38188442397196,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00769836504729509,3.96274885590102,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00511629939669677,3.93287577479478,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00397412362616787,1.72303826849183,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.000219614037946863,1.51579698851036,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00441237517298195,1.59580552370405,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.013237092240984,1.81975547546352,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.000896357791471341,1.57756505181074,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0157903412964741,1.67835445051614,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.0327689275635588,1.74967640495337,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.102152673052487,1.40952587668662,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.0965072934370444,1.40971560939227,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.0320106615744824,1.83259052964713,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.111706502427948,1.45476728416616,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.091578446437366,1.47137230038868,"60",151
