"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.069294055908113,3.91520423878608,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.0907917373674363,3.03895067013665,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0662597257567629,3.24171644095539,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0716269476198634,3.47680640932501,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.126680065317011,2.69634956288201,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0758903568953113,3.03505347573426,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.220083105937291,3.43720470637518,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.270481005395077,2.72606913690858,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.137719830669252,2.93032412890085,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.232744121883261,3.04435640131381,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.29703363886535,2.386784910706,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.284196887061129,2.4145704278124,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.217431788957054,3.39875989554674,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.290412750304286,2.71303902883003,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.128295767863529,3.12523224998339,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.208731689716411,3.18026301701644,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.336980278888036,2.30315908428814,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.21300501051388,2.50495784140049,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00494725990902426,4.07217363640145,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0102840914923569,3.50748013893734,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0229230040418461,3.35134843540858,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.000257534612689315,3.76657399093448,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00281809219002676,3.19456184914623,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.000347050372684109,2.87356408229685,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0532700856327691,1.93052538330722,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.147506216828187,1.71595995972102,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.033662614073503,1.83426769353855,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0513108120389291,1.93521623796276,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.156386190400703,1.69333160686114,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.036152932126071,1.83264795303732,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.244310964065375,1.74447161912309,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.26731101410201,1.54294107217542,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.245447287230329,1.5965974330347,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.264325930983286,1.69620854112728,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.315799391067674,1.51746697178461,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.262486494819049,1.57672679322922,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.146848733798082,1.88767231407328,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.191032119339678,1.64383708013575,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.223107552724741,1.62429240610477,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.162695059140059,1.80893893837271,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.234910910097848,1.60006682216481,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.234321314680786,1.6032877464757,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",7.70025363917617e-05,2.15979201320504,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.00333448389658588,1.96966522658831,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.00200397698434604,1.8408149865808,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.000826549879235194,2.21104728887497,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.00618644634874581,1.99989569337091,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.00790604691087516,1.85133303068633,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0124639606798361,2.22826863073882,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.000151532504503542,1.86883750276198,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.00289685672393554,1.87150834421045,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0208262948134357,2.10413865828371,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00384413449330735,1.77130684282807,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.000103913282994109,1.74101633112401,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.00229563353077957,2.1855589724395,"30",181
"56","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.00475369278413206,1.8627316975556,"30",181
"57","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.0017118996523429,1.78494909647676,"30",181
"58","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.00306443385568476,2.06875144305694,"60",151
"59","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.010260823338161,1.70250139836375,"60",151
"60","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.0137866095616266,1.61209565891445,"60",151
"61","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.101920133172463,1.91802230227916,"30",181
"62","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.117306304841801,1.68232309968358,"30",181
"63","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.182871573328711,1.64648072180799,"30",181
"64","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.107290622331327,1.70166846741657,"60",151
"65","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.114646047695648,1.5184574841784,"60",151
"66","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.155778449568314,1.46889443822402,"60",151
"67","All climate time series","Light GBM","p = 5","Scenario 1",0.00522581564849948,2.03244550753422,"30",181
"68","All climate time series","Random Forests","p = 5","Scenario 1",0.00136047230934238,1.87138330522714,"30",181
"69","All climate time series","Lasso","p = 5","Scenario 1",0.00267185941090439,1.78621878565593,"30",181
"70","All climate time series","Light GBM","p = 5","Scenario 1",0.017359894780282,1.83357243638991,"60",151
"71","All climate time series","Random Forests","p = 5","Scenario 1",0.00690273738965395,1.63668392086372,"60",151
"72","All climate time series","Lasso","p = 5","Scenario 1",0.0169480586092556,1.61153302462925,"60",151
"73","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.114292559230793,40.0459860817985,"30",181
"74","Time series reconstruction","Lasso","p = 1","Scenario 2",0.212612344904659,35.4024465556786,"30",181
"75","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.178905047354155,35.9654215793499,"30",181
"76","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.135207642134636,38.6023576486427,"60",151
"77","Time series reconstruction","Lasso","p = 1","Scenario 2",0.278152423897582,32.7823489396066,"60",151
"78","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.206823234749096,34.4252484702835,"60",151
"79","Naive up to 3 lags","Light GBM","p = 1","Scenario 2",0.176122849158401,40.3171999980356,"30",181
"80","Naive up to 3 lags","Random Forests","p = 1","Scenario 2",0.282803338470745,33.5045779522456,"30",181
"81","Naive up to 3 lags","Lasso","p = 1","Scenario 2",0.211174713569122,36.1306666814545,"30",181
"82","Naive up to 3 lags","Light GBM","p = 1","Scenario 2",0.20194649007932,39.7101739731383,"60",151
"83","Naive up to 3 lags","Random Forests","p = 1","Scenario 2",0.297967091918349,32.4680880865212,"60",151
"84","Naive up to 3 lags","Lasso","p = 1","Scenario 2",0.260564362698094,33.3030793216057,"60",151
"85","Naive up to 6 lags","Light GBM","p = 1","Scenario 2",0.233429458037041,39.7149010691357,"30",181
