"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.26623323526369,3.78222553507633,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.349594144585301,3.28409451383034,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.291971004293628,3.42459799935593,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.246482005145277,4.06766910165669,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.322248352697292,3.54878583093266,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.260522524025645,3.70221950717592,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.249522262561899,3.93470383958332,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.315831347573021,3.39086672037423,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.355615856970908,3.28503634115792,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.228264811778022,4.26207807670716,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.278994910246246,3.69361010389454,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.319477525903171,3.59046847525379,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.228840544029119,4.01233994911885,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.290216402737473,3.45407900266096,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.354404588900913,3.27838691121812,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.205719765967248,4.33563587122931,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.26278998628807,3.72967833135525,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.331660474333818,3.52884756904378,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0022775998761375,4.687374149179,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.00706216374306343,4.20980224413606,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00911891557735978,4.17420304828247,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",5.04268744765432e-05,5.07146180536727,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.000152714393812069,4.57270253749053,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00236876570142315,4.4342261223257,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",6.20809161634365e-05,2.0432780984967,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0112812988116606,1.87054461523586,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0104803710669658,1.8813638663763,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00142358822196463,2.19403489431135,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.000393810906826216,2.01324596229479,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00150775205742654,2.02582348446006,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.0943483141337995,1.91889686599328,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.163405399059265,1.69182845386168,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.0421309188728216,1.82217850982321,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.089877707477901,2.05250021722932,"60",151
