"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","tmax_lag.8","tmax",8,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"2","tmax_lag.7","tmax",7,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"3","tmax_lag.6","tmax",6,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"4","tmean_lag.8","tmean",8,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"5","tmean_lag.7","tmean",7,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"6","tmean_lag.6","tmean",6,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"7","St5cm_lag.5","St5cm",5,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"8","St5cm_lag.4","St5cm",4,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"9","St5cm_lag.3","St5cm",3,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"10","St10cm_lag.7","St10cm",7,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"11","St10cm_lag.6","St10cm",6,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"12","St10cm_lag.5","St10cm",5,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"13","y_lag.1","y",1,30,0.439876491426063,0.439876491426063,"p = 1","Scenario 1","30"
"14","tmean_lag.7","tmean",7,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"15","tmean_lag.6","tmean",6,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"16","tmean_lag.5","tmean",5,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"17","St10cm_lag.7","St10cm",7,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"18","St10cm_lag.6","St10cm",6,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"19","St10cm_lag.5","St10cm",5,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"20","St5cm_lag.5","St5cm",5,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"21","St5cm_lag.4","St5cm",4,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"22","St5cm_lag.3","St5cm",3,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"23","y_lag.1","y",1,31,1.70169179895262,1.70169179895262,"p = 1","Scenario 1","30"
"24","tmax_lag.8","tmax",8,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"25","tmax_lag.7","tmax",7,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"26","tmax_lag.6","tmax",6,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"27","St10cm_lag.7","St10cm",7,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"28","St10cm_lag.6","St10cm",6,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"29","St10cm_lag.5","St10cm",5,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"30","pmm_lag.6","pmm",6,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"31","pmm_lag.5","pmm",5,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"32","pmm_lag.4","pmm",4,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"33","St5cm_lag.5","St5cm",5,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"34","St5cm_lag.4","St5cm",4,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"35","St5cm_lag.3","St5cm",3,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"36","y_lag.1","y",1,32,1.10728895123563,1.10728895123563,"p = 1","Scenario 1","30"
"37","tmax_lag.8","tmax",8,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"38","tmax_lag.7","tmax",7,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"39","tmax_lag.6","tmax",6,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"40","tmean_lag.8","tmean",8,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"41","tmean_lag.7","tmean",7,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"42","tmean_lag.6","tmean",6,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"43","St10cm_lag.7","St10cm",7,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"44","St10cm_lag.6","St10cm",6,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"45","St10cm_lag.5","St10cm",5,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"46","St5cm_lag.5","St5cm",5,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"47","St5cm_lag.4","St5cm",4,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"48","St5cm_lag.3","St5cm",3,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"49","y_lag.1","y",1,33,-0.0807696033220671,0.0807696033220671,"p = 1","Scenario 1","30"
"50","tmax_lag.6","tmax",6,34,0.558659961690859,0.558659961690859,"p = 1","Scenario 1","30"
"51","tmax_lag.5","tmax",5,34,0.558659961690859,0.558659961690859,"p = 1","Scenario 1","30"
"52","tmax_lag.4","tmax",4,34,0.558659961690859,0.558659961690859,"p = 1","Scenario 1","30"
"53","tmax_lag.3","tmax",3,34,0.558659961690859,0.558659961690859,"p = 1","Scenario 1","30"
"54","pmm_lag.10","pmm",10,34,0.558659961690859,0.558659961690859,"p = 1","Scenario 1","30"
"55","pmm_lag.9","pmm",9,34,0.558659961690859,0.558659961690859,"p = 1","Scenario 1","30"
