"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.245936934115879,2.14635263465383,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.331268814161522,1.84708703093287,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.376818327216184,1.75087411578403,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.243947571596951,2.05302604303026,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.33170065275623,1.78377341696841,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.379491082670345,1.69846475721182,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.300462962272677,2.05384930125469,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.326021625947326,1.86372746261198,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.375451274462712,1.74703137576993,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.303512172339034,1.95299066093848,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.344139663968011,1.76879842218864,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.374796120014195,1.70467933058145,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.31421746061361,1.5039822443828,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.392372324255234,1.36774211340608,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.468991777298343,1.27033970357888,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.309816411715135,1.51043455232761,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.426393683811135,1.34875566609147,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.508419704255438,1.23625723248925,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.330576325392105,1.47776909084084,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.395555122601711,1.3609973464828,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.47051542147258,1.2707436527278,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.320569601829895,1.49241164710537,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.432543966127345,1.33657487784132,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.501821170461811,1.24281196902043,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.000208196934905283,2.18883842042343,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.000630314124496232,1.97807497111317,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.00015165305017883,1.95171710250397,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00105766636785342,2.25823206047571,"60",151
