"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","Wmean_lag.4","Wmean",4,30,-6.90963004182947,6.90963004182947,"p = 1","Scenario 1","30"
"2","Wmean_lag.3","Wmean",3,30,-6.90963004182947,6.90963004182947,"p = 1","Scenario 1","30"
"3","Wmean_lag.2","Wmean",2,30,-6.90963004182947,6.90963004182947,"p = 1","Scenario 1","30"
"4","y_lag.1","y",1,30,-6.90963004182947,6.90963004182947,"p = 1","Scenario 1","30"
"5","y_lag.1","y",1,31,-0.272181652280103,0.272181652280103,"p = 1","Scenario 1","30"
"6","y_lag.1","y",1,32,1.62012980287895,1.62012980287895,"p = 1","Scenario 1","30"
"7","pmm_lag.6","pmm",6,33,-1.40438135464986,1.40438135464986,"p = 1","Scenario 1","30"
"8","pmm_lag.5","pmm",5,33,-1.40438135464986,1.40438135464986,"p = 1","Scenario 1","30"
"9","pmm_lag.4","pmm",4,33,-1.40438135464986,1.40438135464986,"p = 1","Scenario 1","30"
"10","y_lag.1","y",1,33,-1.40438135464986,1.40438135464986,"p = 1","Scenario 1","30"
"11","y_lag.1","y",1,34,-0.982238408355042,0.982238408355042,"p = 1","Scenario 1","30"
"12","pmm_lag.6","pmm",6,35,2.49463363846298,2.49463363846298,"p = 1","Scenario 1","30"
"13","pmm_lag.5","pmm",5,35,2.49463363846298,2.49463363846298,"p = 1","Scenario 1","30"
"14","pmm_lag.4","pmm",4,35,2.49463363846298,2.49463363846298,"p = 1","Scenario 1","30"
"15","y_lag.1","y",1,35,2.49463363846298,2.49463363846298,"p = 1","Scenario 1","30"
"16","pmm_lag.6","pmm",6,36,-0.740025752408354,0.740025752408354,"p = 1","Scenario 1","30"
"17","pmm_lag.5","pmm",5,36,-0.740025752408354,0.740025752408354,"p = 1","Scenario 1","30"
"18","pmm_lag.4","pmm",4,36,-0.740025752408354,0.740025752408354,"p = 1","Scenario 1","30"
"19","y_lag.1","y",1,36,-0.740025752408354,0.740025752408354,"p = 1","Scenario 1","30"
"20","pmm_lag.6","pmm",6,37,0.968531261218111,0.968531261218111,"p = 1","Scenario 1","30"
"21","pmm_lag.5","pmm",5,37,0.968531261218111,0.968531261218111,"p = 1","Scenario 1","30"
"22","pmm_lag.4","pmm",4,37,0.968531261218111,0.968531261218111,"p = 1","Scenario 1","30"
"23","y_lag.1","y",1,37,0.968531261218111,0.968531261218111,"p = 1","Scenario 1","30"
"24","pmm_lag.6","pmm",6,38,-0.928167305991519,0.928167305991519,"p = 1","Scenario 1","30"
"25","pmm_lag.5","pmm",5,38,-0.928167305991519,0.928167305991519,"p = 1","Scenario 1","30"
"26","pmm_lag.4","pmm",4,38,-0.928167305991519,0.928167305991519,"p = 1","Scenario 1","30"
"27","y_lag.1","y",1,38,-0.928167305991519,0.928167305991519,"p = 1","Scenario 1","30"
"28","pmm_lag.6","pmm",6,39,-0.869845090659015,0.869845090659015,"p = 1","Scenario 1","30"
"29","pmm_lag.5","pmm",5,39,-0.869845090659015,0.869845090659015,"p = 1","Scenario 1","30"
"30","pmm_lag.4","pmm",4,39,-0.869845090659015,0.869845090659015,"p = 1","Scenario 1","30"
"31","y_lag.1","y",1,39,-0.869845090659015,0.869845090659015,"p = 1","Scenario 1","30"
"32","pmm_lag.8","pmm",8,40,-0.998050484442013,0.998050484442013,"p = 1","Scenario 1","30"
"33","pmm_lag.7","pmm",7,40,-0.998050484442013,0.998050484442013,"p = 1","Scenario 1","30"
"34","pmm_lag.6","pmm",6,40,-0.998050484442013,0.998050484442013,"p = 1","Scenario 1","30"
"35","pmm_lag.5","pmm",5,40,-0.998050484442013,0.998050484442013,"p = 1","Scenario 1","30"
"36","pmm_lag.4","pmm",4,40,-0.998050484442013,0.998050484442013,"p = 1","Scenario 1","30"
"37","y_lag.1","y",1,40,-0.998050484442013,0.998050484442013,"p = 1","Scenario 1","30"
"38","pmm_lag.8","pmm",8,41,-3.1514629618449,3.1514629618449,"p = 1","Scenario 1","30"
"39","pmm_lag.7","pmm",7,41,-3.1514629618449,3.1514629618449,"p = 1","Scenario 1","30"
"40","pmm_lag.6","pmm",6,41,-3.1514629618449,3.1514629618449,"p = 1","Scenario 1","30"
"41","pmm_lag.5","pmm",5,41,-3.1514629618449,3.1514629618449,"p = 1","Scenario 1","30"
"42","pmm_lag.4","pmm",4,41,-3.1514629618449,3.1514629618449,"p = 1","Scenario 1","30"
"43","y_lag.1","y",1,41,-3.1514629618449,3.1514629618449,"p = 1","Scenario 1","30"
