"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.374136701976402,1.68922614395378,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.498660141881126,1.48339455528927,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.403779678479461,1.63445805444722,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.354897617549733,1.76227915678097,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.475464502004156,1.54991029676667,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.39672682712675,1.68246238428361,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.325638024421149,1.79117410129874,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.444690733858632,1.55901472853763,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.497056779183402,1.48361065792435,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.298755119630083,1.87654541067139,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.409438968744004,1.63909177253722,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.484077416897518,1.5324862516174,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.343938702412014,1.79515521534012,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.437215209953957,1.56891587491383,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.486964406690432,1.49776273183145,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.337387136351305,1.84708561642353,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.419036968263409,1.6284713462126,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.488418681081513,1.52677585958367,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0270993802850736,2.29986519219605,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0840595386136551,2.04485612283454,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0430903463226247,2.09400579696894,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.00733894271057196,2.44219481936796,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.0547276602346269,2.16212148934156,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00346589328147876,2.2603734418913,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0563276267395092,2.27297938981392,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.106387243275045,1.98277919763105,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0911009819400881,1.98896215799038,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0722453687268874,2.04146928789163,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.134294396854436,1.73394385893455,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0784264385085444,1.81177010136663,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.237681803555892,1.94253932335303,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.325181249479861,1.64977148023575,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.213463326278719,1.80125100579773,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.216010209758036,1.82746745489952,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.325133213858956,1.46607406992672,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.283567245122604,1.48878938517316,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.244348946235853,1.89701690152417,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.312305565216875,1.67383364763617,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.21530156413751,1.7795038218596,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.236975621181824,1.73678480424991,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.327558838836515,1.47025693645614,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.253333186514837,1.52582093013397,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",9.35040301322097e-06,2.50173379798528,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.000333385983352367,2.18368443010205,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.0104242239743321,2.08600761696311,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",1.3989652229744e-05,2.3018744276312,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.00788397356319458,1.93419486818389,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.0313822544430987,1.79074686300245,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0275707581840582,2.42726244629568,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00620296699444485,2.11996636597868,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.0270019543921093,2.0772716545085,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0436778838744603,2.38043878814962,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.0331467238042767,1.9190303623551,"60",151
