"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.30262826629806,1.80621017610713,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.320316444453558,1.71649891277472,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.351160518351282,1.68084633720351,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.291630906209974,1.85002712366421,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.309491520940395,1.75372352957638,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.347569408301225,1.71209055656709,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.287927567258807,1.84669035912751,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.325096243583312,1.71016865343155,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.376795683152916,1.6571225124718,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.260767098117512,1.92185029895147,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.306224113830692,1.75831289086806,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.347338992138787,1.72376610495478,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.203369827279197,2.1806661705822,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.177389920198217,1.94239610319644,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.223766351481373,1.86408584460351,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.202616497196592,2.20539306409503,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.200444527036035,1.91704625520974,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.299392035085215,1.75571837595088,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.152616556550963,2.23062939660414,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.190133446345986,1.92260963038927,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.262636858020857,1.80367235229417,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.148443621885021,2.25242945192959,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.195150660108734,1.92882368440043,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.293420008242775,1.76152628154367,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0148471524446725,2.24521965072296,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.00348941283243598,2.10557421547844,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0270228702132938,2.09853090619,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0420367131902049,2.05915007744064,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.0216040676661188,1.91757895074875,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0700188440193406,1.87093018443807,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.229896734209129,1.91534516876617,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.261126937032098,1.70009081546869,"30",181
