"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.250542275145511,2.3935372638719,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.336737003832564,2.10807926148159,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.405459424855812,2.01034370419927,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.250744301766437,2.38284599495936,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.337364748877064,2.09459245437717,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.394259475688549,2.00992245601038,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.244232523570927,2.39400069989376,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.335338742509932,2.10269749608666,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.382478025692341,2.04100016550331,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.242565947690393,2.38797154871842,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.332214191043948,2.09900725004804,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.419602619912554,1.96453675175169,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0850702767370678,2.00281485099362,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.169552602559687,1.70050191198848,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.277487668548022,1.57554907711172,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.136064157139977,1.93487710618043,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.222155316288616,1.66712173399994,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.31839694800601,1.55688801448025,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0794747312763928,2.0507692947414,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.196104317206459,1.67881462323011,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.258958425422913,1.59934850126023,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.117211871351806,1.98594444755623,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.241276861774561,1.65124419048642,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.30308810408821,1.57363419841304,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0271076695732679,2.48390540735483,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.0476749312380956,2.31111239268466,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0522923445953309,2.37289375872717,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00184569916510814,2.64030226292467,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.00749985347191572,2.42811614275206,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.00991906308934833,2.47038022202982,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.219968080621167,2.03544720757878,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.247494659931797,1.94301204537477,"30",181
