"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","tmax_lag.3","tmax",3,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"2","tmax_lag.2","tmax",2,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"3","tmax_lag.1","tmax",1,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"4","pmm_lag.12","pmm",12,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"5","pmm_lag.11","pmm",11,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"6","pmm_lag.10","pmm",10,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"7","Ur_lag.12","Ur",12,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"8","Ur_lag.11","Ur",11,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"9","Ur_lag.10","Ur",10,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"10","St10cm_lag.13","St10cm",13,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"11","St10cm_lag.12","St10cm",12,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"12","St10cm_lag.11","St10cm",11,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"13","y_lag.1","y",1,30,-0.353718768479302,0.353718768479302,"p = 1","Scenario 1","30"
"14","Ur_lag.12","Ur",12,31,-1.33303653036104,1.33303653036104,"p = 1","Scenario 1","30"
"15","Ur_lag.11","Ur",11,31,-1.33303653036104,1.33303653036104,"p = 1","Scenario 1","30"
"16","Ur_lag.10","Ur",10,31,-1.33303653036104,1.33303653036104,"p = 1","Scenario 1","30"
"17","St10cm_lag.13","St10cm",13,31,-1.33303653036104,1.33303653036104,"p = 1","Scenario 1","30"
"18","St10cm_lag.12","St10cm",12,31,-1.33303653036104,1.33303653036104,"p = 1","Scenario 1","30"
"19","St10cm_lag.11","St10cm",11,31,-1.33303653036104,1.33303653036104,"p = 1","Scenario 1","30"
