"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.362868701596364,1.8981676489128,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.394297343015253,1.86141851705503,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.405283154022077,1.83469683044814,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.413528318188115,1.907263761728,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.445497898904448,1.88228468606743,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.482475215151466,1.81711424611353,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.331422637998975,1.96448275762216,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.367573729081314,1.89506330581942,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.429857118380568,1.81523261673809,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.414239349330777,1.91357346042947,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.42057863110559,1.91325831770051,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.43187277420008,1.90099395583312,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0645800410466897,1.96967765637904,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.103553131654302,1.75407040325361,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.210785851219228,1.58856137500439,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0444483264186204,1.97936694011758,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0707027293072443,1.76405521731675,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.161627520552968,1.60051874099532,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.070096289996178,2.06889177730959,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.110826080352076,1.75591124919225,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.226855743521925,1.59319267641687,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0496985416513042,2.00407406757575,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.0733980843421054,1.75437194701603,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.166355328988058,1.59068022379552,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",5.65132094216864e-05,2.55494756442655,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.00030327708426694,2.2979910740156,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.000176280483626456,2.27368835369026,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00131269405586423,2.62317294226671,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",7.19959914782007e-05,2.30506408321945,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.00104728490275909,2.25525776597399,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.215089437844888,2.03302169109059,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.258904291599716,1.92034838860605,"30",181
"33","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.24538579804003,1.92742001624952,"30",181
"34","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.214738219039208,2.04558095766262,"60",151
"35","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.285954196055207,1.90250634235487,"60",151
"36","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.243122790937825,1.93677414932962,"60",151
"37","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.777060296359287,15.4569907058558,"30",181
"38","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.842656762548242,13.8399149854484,"30",181
"39","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.852464010257641,12.5690405596577,"30",181
"40","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.790150176813077,14.9587871967269,"60",151
"41","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.85063134921368,13.2949279128161,"60",151
"42","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.862053181218509,12.1807229180043,"60",151
"43","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.731270523432062,16.9648071530324,"30",181
"44","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.835117610505508,14.1592885982873,"30",181
"45","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.856768596213513,12.4264926047165,"30",181
"46","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.769050684652274,15.7078199385105,"60",151
"47","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.846124841809582,13.4547736808852,"60",151
"48","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.864534928801813,12.1339700196434,"60",151
"49","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.699122311178553,22.993213250184,"30",181
"50","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.767570410906735,20.345435223018,"30",181
"51","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.77312305780698,20.0098716150123,"30",181
"52","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.721991869280958,22.6553061542227,"60",151
"53","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.791698984169747,19.7295020583641,"60",151
"54","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.792832121435631,19.5227106980888,"60",151
"55","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.688896888159434,23.4513585571279,"30",181
"56","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.758405786399809,20.6383239731587,"30",181
"57","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.778685923851725,19.9569653838878,"30",181
"58","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.719565488676961,22.8546179862375,"60",151
"59","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.784273501343468,20.0647537338705,"60",151
"60","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.786933350111993,20.1051543457916,"60",151
"61","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.781084703237679,28.1298905962679,"30",181
"62","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.810123538110409,26.7176489236809,"30",181
"63","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.755822480864336,29.7542007513204,"30",181
"64","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.793284774302407,28.1241544352701,"60",151
"65","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.828410882966485,26.2495911697089,"60",151
"66","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.738776459081206,31.9365858013281,"60",151
"67","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.824047733254637,25.05924662803,"30",181
"68","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.835128492143851,24.3918675686489,"30",181
"69","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.844928523861764,24.6135822502066,"30",181
"70","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.832120454165851,25.3915022266569,"60",151
"71","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.848583207383422,24.3790877439649,"60",151
"72","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.837498053039317,26.329998896885,"60",151
"73","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.613338566665552,29.6940616590039,"30",181
"74","All climate time series + 3 lags","Random Forests","p = 1","Scenario 3",0.643518778708186,28.3985521490021,"30",181
"75","All climate time series + 3 lags","Lasso","p = 1","Scenario 3",0.734371144848612,24.2517529755949,"30",181
"76","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.60514613158964,31.0927242033678,"60",151
