"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.256607582723083,1.97559854102679,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.432732774049309,1.57326751743155,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.283430974066132,1.78662437497018,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.291155592393305,1.83531646506668,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.485072921019401,1.43788276661678,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.377842731233315,1.58721562590824,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.188467935962365,2.1711319561995,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.328694511389927,1.72054598915724,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.456147727704721,1.54026219304759,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.267915352080787,1.92450406887929,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.401525127807363,1.55892234130777,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.50394143149682,1.41039243548567,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.287818357617992,1.93211266422909,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.362895919598769,1.67964204507605,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.435991633348153,1.56853786188572,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.35709880475243,1.7523065270979,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.457854972854904,1.47820520568608,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.501069293795958,1.41501251692174,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0168873847758414,2.72893238831306,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.00336965892722514,2.35623207384446,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0306484925239826,2.25251353555876,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.0170972869307851,2.64307714119077,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00953243032284368,2.28056324431103,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.03718382202907,2.11723866901752,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",3.88479124427596e-07,2.29812953623158,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0164464549992769,1.86559687097524,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00836761312231261,1.89484108624063,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00251021179629064,2.14140354721143,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0265732620240017,1.80301065185086,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.022587410692658,1.80991902232477,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.0930157839094232,2.06760564238625,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.195443797357364,1.61245276141154,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.244792598452714,1.55762417916366,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.0637934214827782,2.14403036934434,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.133320058272886,1.67665734864454,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.204507326486055,1.59253208215413,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.10567597021764,2.03776218505582,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.168480093482541,1.66750643113188,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.233366735091681,1.56214141892125,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.0612091929939501,2.11760340651656,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.120559480394464,1.7027131221349,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.198338844578746,1.58793840737087,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.00236443509292107,2.38422853751208,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.00827549787414016,1.9553845811964,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.000421911922607377,1.80823926225881,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.000180346020887843,2.30873539099095,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.000455252270985813,1.95891486765496,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.000138136800955782,1.80491892740972,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.00409810326436081,1.84535970446907,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00466355835910559,1.66489026410134,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.00393876090484056,1.69952728596143,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.00254870381383324,1.87620586254733,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00205879244581968,1.69105301762592,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",4.08742900627342e-06,1.7267652336156,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",6.62663359036234e-05,1.87858257589667,"30",181
"56","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.000703544873878817,1.66397644550912,"30",181
"57","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.000657357530842152,1.62477561947232,"30",181
"58","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",8.74536358197703e-07,1.92797145433636,"60",151
"59","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.000116468579180254,1.72595538186961,"60",151
"60","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.0276601479803147,1.67463956384509,"60",151
"61","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.184982125211078,1.52745488896222,"30",181
"62","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.313277018859962,1.33004085645495,"30",181
"63","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.328908418669099,1.31626067642536,"30",181
"64","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.199582085526368,1.56031919026167,"60",151
"65","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.327812617135252,1.3801421167083,"60",151
"66","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.389992159368262,1.31942150645264,"60",151
"67","All climate time series","Light GBM","p = 5","Scenario 1",0.00313161085806719,1.75140344013686,"30",181
"68","All climate time series","Random Forests","p = 5","Scenario 1",4.73684284389258e-06,1.67916807054399,"30",181
"69","All climate time series","Lasso","p = 5","Scenario 1",0.00328712021606425,1.63721646426366,"30",181
"70","All climate time series","Light GBM","p = 5","Scenario 1",0.00136818639598721,1.80826047275219,"60",151
"71","All climate time series","Random Forests","p = 5","Scenario 1",0.000834876755960424,1.74621174783323,"60",151
"72","All climate time series","Lasso","p = 5","Scenario 1",0.00481970642510113,1.68721273064161,"60",151
"73","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.644159583558314,20.9323080593535,"30",181
"74","Time series reconstruction","Lasso","p = 1","Scenario 2",0.745551047008821,16.6868148228947,"30",181
"75","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.6498326014082,19.613006245201,"30",181
"76","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.742280340445214,17.324654164624,"60",151
"77","Time series reconstruction","Lasso","p = 1","Scenario 2",0.860709301283806,12.0811120630041,"60",151
"78","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.776507278246364,15.2491590812322,"60",151
