"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.356021302262715,1.98278159322998,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.407640007544442,1.84488676557399,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.447295827903003,1.78672844777016,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.374258392906393,2.0027147364831,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.43360917108448,1.87292555703641,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.4729633674649,1.8001844211067,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.307864521560753,2.06362091483286,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.407731701683989,1.84238146976211,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.462038260005163,1.76707151367174,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.36732625480764,2.00328292650055,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.444896738587589,1.85333287160928,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.507004825444945,1.76170772692353,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.151035298229829,1.63710816031124,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.282558328586223,1.41585267841887,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.328404236738114,1.36066555614767,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.211445653754636,1.57032349575731,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.349586633892649,1.37201107452137,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.355727005983307,1.34554640378121,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.172322671920172,1.57742434195872,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.297658586592725,1.39928702455361,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.338331898546975,1.35098665601935,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.22969460391178,1.52090999132912,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.368135276051209,1.35050203357064,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.380867355474514,1.31805741633764,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0410327704349513,1.81817788311382,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.046750336676575,1.65366007218907,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0626050736421603,1.64691821429494,"30",181
