"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.350858309018513,1.74443294717646,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.351961493787377,1.58279921335895,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.467165574468234,1.40926112294673,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.352782049434619,1.68446103933007,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.351917933844123,1.56964781248506,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.525954087172713,1.32717367824429,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.28385255515625,1.83819471779521,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.319641320969467,1.63820127770672,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.476585269549198,1.39990582558691,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.305644547545937,1.7514369438477,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.345973963075083,1.57697025382523,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.522823652946234,1.33461850433652,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.181178774857746,2.22565224180833,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.223142441419219,2.10591990148564,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.361638722587961,1.90498182939362,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.243068015593519,2.1270228709199,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.276839948160891,2.04866561426167,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.395089778203169,1.86484797268331,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.141767494965728,2.29148633113573,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.225082978514144,2.10345212395812,"30",181
