"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.198400315626857,2.00555131507212,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.311299489368516,1.77136358132666,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.190541171999586,1.92131155847427,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.274742521734689,1.83468431962242,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.339000241989698,1.68059309583438,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.273537550454583,1.77361083744656,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.27768530858654,1.96783116204248,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.30531488877186,1.78412138682115,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.389676482178293,1.66755917532776,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.302045629227999,1.87721374084026,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.340978273294486,1.68136759329777,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.37702282623572,1.63584366660783,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.274017308562316,1.95275078291195,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.30872019107623,1.77608229894172,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.378044167323383,1.68362670959876,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.341445752119495,1.81703942569895,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.345349424630132,1.67796813227431,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.365837164156682,1.65034213103639,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00871786117808329,2.53481238245586,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.000571891095579105,2.26491512472135,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00157781528480196,2.16994508338571,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.0183532825774211,2.52111681606883,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00840653748046669,2.26441891850518,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00997939824076209,2.11241152706343,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.00613550000596952,1.77292080743232,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0501380673452473,1.5067694564767,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00604596535929995,1.55657962460874,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0239452598733858,1.66378367981905,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.077628949954521,1.44600724184554,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0142454565352378,1.51341343607474,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.234551686341419,1.4239699984287,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.287284417586378,1.28055461364534,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.213116727804305,1.34495086963933,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.222282144207249,1.42188255355725,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.303920444146049,1.25154417803035,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.272790084989619,1.27498646305834,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.240446686603421,1.39160680454379,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.278105805526615,1.28365761118752,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.21264468516569,1.34928646795524,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.268116098803192,1.33777877373113,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.297179021509729,1.25250112174522,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.254585188562331,1.29245752032577,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.0109136100479968,1.90452093757418,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.00340898838798561,1.610059981271,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.000734583118257291,1.56697133493036,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.012589545629476,1.83545063602729,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.0029764440568592,1.57460327372242,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.000229275032259473,1.51768308466293,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0954861993653116,1.95151693069699,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.151464982916109,1.72399278731356,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.127960353312965,1.74056383337931,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.160505151147636,1.85877855060118,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.192582501924105,1.70494170154562,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.162701134405637,1.74266979972013,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.0151068451020037,2.22937193581487,"30",181
"56","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.0210970807675415,1.89173455167004,"30",181
"57","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.0166727472945358,1.86226050410457,"30",181
"58","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.0143787478739637,2.28012763117189,"60",151
"59","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.0257688272638226,1.91893207889835,"60",151
"60","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.0439065036098083,1.85098378635339,"60",151
"61","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.341161931487946,1.72948518786891,"30",181
"62","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.372293277564094,1.47485052656656,"30",181
"63","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.290986097027815,1.55699929372955,"30",181
"64","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.376244528952416,1.7037032303031,"60",151
"65","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.422722724362824,1.44538829821527,"60",151
"66","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.324611544656305,1.55403334488483,"60",151
"67","All climate time series","Light GBM","p = 5","Scenario 1",3.94095040846192e-05,2.23799649906785,"30",181
"68","All climate time series","Random Forests","p = 5","Scenario 1",0.000514933680799183,2.02885326221664,"30",181
"69","All climate time series","Lasso","p = 5","Scenario 1",0.00370175872382274,1.89307872154175,"30",181
"70","All climate time series","Light GBM","p = 5","Scenario 1",0.000642458315464277,2.2380253811344,"60",151
"71","All climate time series","Random Forests","p = 5","Scenario 1",4.06736429378203e-05,2.04176181573843,"60",151
"72","All climate time series","Lasso","p = 5","Scenario 1",0.0029404073151975,1.88529071143082,"60",151
"73","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.668737658069189,18.2006248782081,"30",181
"74","Time series reconstruction","Lasso","p = 1","Scenario 2",0.740266158314375,15.9883487737258,"30",181
"75","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.653563397409559,19.6525584711229,"30",181
"76","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.730568796509015,16.1913430063468,"60",151
"77","Time series reconstruction","Lasso","p = 1","Scenario 2",0.779115416552211,14.6657964096619,"60",151
"78","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.696903293710979,18.3410200017134,"60",151
"79","Naive up to 3 lags","Light GBM","p = 1","Scenario 2",0.629971380645684,19.4328295074532,"30",181
"80","Naive up to 3 lags","Random Forests","p = 1","Scenario 2",0.721756861050601,16.5304553677491,"30",181
"81","Naive up to 3 lags","Lasso","p = 1","Scenario 2",0.760286917321311,15.3232424393121,"30",181
"82","Naive up to 3 lags","Light GBM","p = 1","Scenario 2",0.671301395696329,18.2885030480467,"60",151
"83","Naive up to 3 lags","Random Forests","p = 1","Scenario 2",0.734463300432855,16.0461726124744,"60",151
"84","Naive up to 3 lags","Lasso","p = 1","Scenario 2",0.792340048526729,14.2484402020465,"60",151
"85","Naive up to 6 lags","Light GBM","p = 1","Scenario 2",0.726846957141113,16.5967555966429,"30",181
"86","Naive up to 6 lags","Random Forests","p = 1","Scenario 2",0.738322000254941,16.1089983494456,"30",181
"87","Naive up to 6 lags","Lasso","p = 1","Scenario 2",0.76411314665127,15.2274638296522,"30",181
"88","Naive up to 6 lags","Light GBM","p = 1","Scenario 2",0.728701983026499,16.4023423482486,"60",151
"89","Naive up to 6 lags","Random Forests","p = 1","Scenario 2",0.752252562165381,15.5659015383963,"60",151
"90","Naive up to 6 lags","Lasso","p = 1","Scenario 2",0.790185289380499,14.3358358132775,"60",151
"91","All climate time series","Light GBM","p = 1","Scenario 2",0.427727730849677,24.3750729290077,"30",181
"92","All climate time series","Random Forests","p = 1","Scenario 2",0.655272843791304,19.0759164495216,"30",181
"93","All climate time series","Lasso","p = 1","Scenario 2",0.630603929041857,19.5745756421397,"30",181
"94","All climate time series","Light GBM","p = 1","Scenario 2",0.508956042871397,22.2975632001051,"60",151
"95","All climate time series","Random Forests","p = 1","Scenario 2",0.674176811815301,18.3301712651525,"60",151
"96","All climate time series","Lasso","p = 1","Scenario 2",0.647286599988004,18.8662247597434,"60",151
"97","Time series reconstruction","Light GBM","p = 3","Scenario 2",0.619327997432751,27.9059456010783,"30",181
"98","Time series reconstruction","Lasso","p = 3","Scenario 2",0.637859132122587,26.2108712987395,"30",181
"99","Time series reconstruction","Random Forests","p = 3","Scenario 2",0.614644173520417,27.0439101570268,"30",181
"100","Time series reconstruction","Light GBM","p = 3","Scenario 2",0.678726958713666,25.552158427072,"60",151
"101","Time series reconstruction","Lasso","p = 3","Scenario 2",0.626321042198137,26.543735894419,"60",151
"102","Time series reconstruction","Random Forests","p = 3","Scenario 2",0.681608704779086,24.5654643005639,"60",151
"103","Naive up to 3 lags","Light GBM","p = 3","Scenario 2",0.638461040593566,28.6263242193864,"30",181
"104","Naive up to 3 lags","Random Forests","p = 3","Scenario 2",0.677822046012755,25.3434074952037,"30",181
"105","Naive up to 3 lags","Lasso","p = 3","Scenario 2",0.670855142093638,25.0896080399626,"30",181
"106","Naive up to 3 lags","Light GBM","p = 3","Scenario 2",0.620192102126282,29.5819948002921,"60",151
"107","Naive up to 3 lags","Random Forests","p = 3","Scenario 2",0.69269651808737,24.9232153894622,"60",151
"108","Naive up to 3 lags","Lasso","p = 3","Scenario 2",0.678910739600783,24.5129547616697,"60",151
"109","Naive up to 6 lags","Light GBM","p = 3","Scenario 2",0.658698390436855,27.6655177839507,"30",181
"110","Naive up to 6 lags","Random Forests","p = 3","Scenario 2",0.693165378308515,24.424893409184,"30",181
"111","Naive up to 6 lags","Lasso","p = 3","Scenario 2",0.636795027609283,26.8779733760049,"30",181
"112","Naive up to 6 lags","Light GBM","p = 3","Scenario 2",0.662011624153047,27.7794167449835,"60",151
"113","Naive up to 6 lags","Random Forests","p = 3","Scenario 2",0.719241723950249,23.4251251336731,"60",151
"114","Naive up to 6 lags","Lasso","p = 3","Scenario 2",0.657592380185119,25.6857598638355,"60",151
"115","All climate time series","Light GBM","p = 3","Scenario 2",0.164160623281444,43.8185736158793,"30",181
"116","All climate time series","Random Forests","p = 3","Scenario 2",0.335508705371167,36.5500367415145,"30",181
"117","All climate time series","Lasso","p = 3","Scenario 2",0.358844400988829,36.2328643010122,"30",181
"118","All climate time series","Light GBM","p = 3","Scenario 2",0.178627032995186,42.8976812733389,"60",151
"119","All climate time series","Random Forests","p = 3","Scenario 2",0.366589183590117,35.1371111406661,"60",151
"120","All climate time series","Lasso","p = 3","Scenario 2",0.438490850753211,33.7239597074168,"60",151
"121","Time series reconstruction","Light GBM","p = 5","Scenario 2",0.510694766702968,44.483465050251,"30",181
"122","Time series reconstruction","Lasso","p = 5","Scenario 2",0.576714482033431,41.2269472798048,"30",181
"123","Time series reconstruction","Random Forests","p = 5","Scenario 2",0.566712901194312,41.5700221934345,"30",181
"124","Time series reconstruction","Light GBM","p = 5","Scenario 2",0.502961934239099,45.7559368103502,"60",151
"125","Time series reconstruction","Lasso","p = 5","Scenario 2",0.593322445096436,41.1754038502449,"60",151
"126","Time series reconstruction","Random Forests","p = 5","Scenario 2",0.582627109813008,41.8370296093171,"60",151
"127","Naive up to 3 lags","Light GBM","p = 5","Scenario 2",0.55928080583309,42.9651879262541,"30",181
"128","Naive up to 3 lags","Random Forests","p = 5","Scenario 2",0.635467643373885,37.6764907096548,"30",181
"129","Naive up to 3 lags","Lasso","p = 5","Scenario 2",0.63163084046948,38.3214939517042,"30",181
"130","Naive up to 3 lags","Light GBM","p = 5","Scenario 2",0.527729237043409,45.8072748210333,"60",151
"131","Naive up to 3 lags","Random Forests","p = 5","Scenario 2",0.620123723607556,39.5463800694099,"60",151
"132","Naive up to 3 lags","Lasso","p = 5","Scenario 2",0.594402107992131,41.2466582974089,"60",151
"133","Naive up to 6 lags","Light GBM","p = 5","Scenario 2",0.620891448367412,39.9270765565463,"30",181
"134","Naive up to 6 lags","Random Forests","p = 5","Scenario 2",0.659523256457558,36.3998901066328,"30",181
"135","Naive up to 6 lags","Lasso","p = 5","Scenario 2",0.690292291255384,36.0722731474198,"30",181
"136","Naive up to 6 lags","Light GBM","p = 5","Scenario 2",0.599386042237228,42.2911251385559,"60",151
"137","Naive up to 6 lags","Random Forests","p = 5","Scenario 2",0.642141109422625,38.5278007319599,"60",151
"138","Naive up to 6 lags","Lasso","p = 5","Scenario 2",0.701817093354685,36.1214226850958,"60",151
"139","All climate time series","Light GBM","p = 5","Scenario 2",0.0978875250998587,68.5273341590968,"30",181
"140","All climate time series","Random Forests","p = 5","Scenario 2",0.271300129117078,60.1555605813075,"30",181
"141","All climate time series","Lasso","p = 5","Scenario 2",0.308717538128352,59.5796403535694,"30",181
"142","All climate time series","Light GBM","p = 5","Scenario 2",0.0688499619974621,71.9433879512168,"60",151
"143","All climate time series","Random Forests","p = 5","Scenario 2",0.232366539868577,62.7320956261192,"60",151
"144","All climate time series","Lasso","p = 5","Scenario 2",0.282895800785255,61.7342253713292,"60",151
"145","Time series reconstruction","Light GBM","p = 1","Scenario 3",0.420239168505453,35.6695964340767,"30",181
"146","Time series reconstruction","Lasso","p = 1","Scenario 3",0.550835027817844,31.0564439122238,"30",181
"147","Time series reconstruction","Random Forests","p = 1","Scenario 3",0.419113335748977,35.4074590174461,"30",181
"148","Time series reconstruction","Light GBM","p = 1","Scenario 3",0.431842781579507,35.5346270562321,"60",151
"149","Time series reconstruction","Lasso","p = 1","Scenario 3",0.588534769859008,29.7770905629766,"60",151
"150","Time series reconstruction","Random Forests","p = 1","Scenario 3",0.42384864330943,35.2274200474852,"60",151
"151","Naive up to 3 lags","Light GBM","p = 1","Scenario 3",0.493595283324405,34.5886157318703,"30",181
"152","Naive up to 3 lags","Random Forests","p = 1","Scenario 3",0.472573890337206,33.9153959310917,"30",181
"153","Naive up to 3 lags","Lasso","p = 1","Scenario 3",0.565856173362046,30.6874783404953,"30",181
"154","Naive up to 3 lags","Light GBM","p = 1","Scenario 3",0.502838134374375,34.4001855185862,"60",151
"155","Naive up to 3 lags","Random Forests","p = 1","Scenario 3",0.468173292263868,34.2233583589584,"60",151
"156","Naive up to 3 lags","Lasso","p = 1","Scenario 3",0.578542550133769,30.3932143224588,"60",151
"157","Naive up to 6 lags","Light GBM","p = 1","Scenario 3",0.446206673778789,36.172369834013,"30",181
"158","Naive up to 6 lags","Random Forests","p = 1","Scenario 3",0.480035153167137,33.4443840413915,"30",181
"159","Naive up to 6 lags","Lasso","p = 1","Scenario 3",0.566533359219707,30.4690309789182,"30",181
"160","Naive up to 6 lags","Light GBM","p = 1","Scenario 3",0.453856230104141,36.0331020734472,"60",151
"161","Naive up to 6 lags","Random Forests","p = 1","Scenario 3",0.477684667542066,33.7113744645648,"60",151
"162","Naive up to 6 lags","Lasso","p = 1","Scenario 3",0.560844591523969,30.864456707251,"60",151
"163","All climate time series","Light GBM","p = 1","Scenario 3",0.165902294556186,45.9090621690663,"30",181
"164","All climate time series","Random Forests","p = 1","Scenario 3",0.264341722535878,39.694800913514,"30",181
"165","All climate time series","Lasso","p = 1","Scenario 3",0.258496965128734,39.8800267167545,"30",181
"166","All climate time series","Light GBM","p = 1","Scenario 3",0.246072650829498,42.2932527018172,"60",151
"167","All climate time series","Random Forests","p = 1","Scenario 3",0.312652490954401,38.5255766792789,"60",151
"168","All climate time series","Lasso","p = 1","Scenario 3",0.288660179737076,39.1131790287749,"60",151
"169","Time series reconstruction","Light GBM","p = 3","Scenario 3",0.481669107799427,48.2073290129482,"30",181
"170","Time series reconstruction","Lasso","p = 3","Scenario 3",0.54258784801275,45.1248885074513,"30",181
"171","Time series reconstruction","Random Forests","p = 3","Scenario 3",0.555220408576123,44.979608432643,"30",181
