"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.175703556362807,2.10597739047086,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.224105126945449,1.89630040354825,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.300578403134742,1.79100940534188,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.15886314705514,2.14276502259068,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.258187241138173,1.84987441715235,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.289508802054761,1.81232656889203,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.220489257212967,2.01727583040796,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.239809065597233,1.87290103329779,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.283049518755353,1.81683727333974,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.194973622603694,2.05820449171798,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.273762116323818,1.83101389670891,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.311131611891319,1.78453882782907,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0641777771967408,1.19804279738895,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0759214271981054,1.08574265930208,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.10538066986158,1.04361235064181,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0949625126578303,1.1292753653023,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0778021329651705,1.05894832839008,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.0994854931667994,1.02806417840739,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0766081148108684,1.18088044552282,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.0741520500365808,1.0849007029243,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0912986414391872,1.05389653585474,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0747289383589376,1.15054703335501,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.0717685715353434,1.06147022341074,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0664620212187293,1.04920243198891,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00815823750589926,2.34785630609569,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.0174214447642389,2.11877153683685,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0115336642127751,2.09344084023452,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00232588817014338,2.43709243909343,"60",151
