"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","tmax_lag.6","tmax",6,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"2","tmax_lag.5","tmax",5,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"3","tmax_lag.4","tmax",4,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"4","tmean_lag.6","tmean",6,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"5","tmean_lag.5","tmean",5,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"6","tmean_lag.4","tmean",4,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"7","Wmean_lag.6","Wmean",6,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"8","Wmean_lag.5","Wmean",5,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"9","Wmean_lag.4","Wmean",4,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"10","tmin_lag.6","tmin",6,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"11","tmin_lag.5","tmin",5,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"12","tmin_lag.4","tmin",4,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"13","St10cm_lag.6","St10cm",6,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"14","St10cm_lag.5","St10cm",5,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"15","St10cm_lag.4","St10cm",4,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"16","y_lag.1","y",1,30,0.904426298800774,0.904426298800774,"p = 1","Scenario 1","30"
"17","tmax_lag.6","tmax",6,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"18","tmax_lag.5","tmax",5,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"19","tmax_lag.4","tmax",4,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"20","tmean_lag.6","tmean",6,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"21","tmean_lag.5","tmean",5,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"22","tmean_lag.4","tmean",4,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"23","Wmean_lag.8","Wmean",8,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"24","Wmean_lag.7","Wmean",7,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"25","Wmean_lag.6","Wmean",6,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"26","Wmean_lag.5","Wmean",5,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"27","Wmean_lag.4","Wmean",4,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"28","y_lag.1","y",1,31,3.25226545175732,3.25226545175732,"p = 1","Scenario 1","30"
"29","tmax_lag.6","tmax",6,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"30","tmax_lag.5","tmax",5,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"31","tmax_lag.4","tmax",4,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"32","tmin_lag.6","tmin",6,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"33","tmin_lag.5","tmin",5,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"34","tmin_lag.4","tmin",4,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"35","tmean_lag.6","tmean",6,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"36","tmean_lag.5","tmean",5,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"37","tmean_lag.4","tmean",4,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"38","St10cm_lag.6","St10cm",6,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"39","St10cm_lag.5","St10cm",5,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"40","St10cm_lag.4","St10cm",4,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"41","Wmean_lag.6","Wmean",6,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"42","Wmean_lag.5","Wmean",5,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"43","Wmean_lag.4","Wmean",4,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
"44","y_lag.1","y",1,32,-2.72088111862734,2.72088111862734,"p = 1","Scenario 1","30"
