"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","tmax_lag.8","tmax",8,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"2","tmax_lag.7","tmax",7,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"3","tmax_lag.6","tmax",6,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"4","tmean_lag.8","tmean",8,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"5","tmean_lag.7","tmean",7,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"6","tmean_lag.6","tmean",6,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"7","Wmean_lag.9","Wmean",9,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"8","Wmean_lag.8","Wmean",8,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"9","Wmean_lag.7","Wmean",7,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"10","tmin_lag.9","tmin",9,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"11","tmin_lag.8","tmin",8,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"12","tmin_lag.7","tmin",7,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"13","pmm_lag.4","pmm",4,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"14","pmm_lag.3","pmm",3,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"15","pmm_lag.2","pmm",2,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"16","St10cm_lag.8","St10cm",8,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"17","St10cm_lag.7","St10cm",7,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"18","St10cm_lag.6","St10cm",6,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"19","y_lag.1","y",1,30,1.7325637642139,1.7325637642139,"p = 1","Scenario 1","30"
"20","tmax_lag.6","tmax",6,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"21","tmax_lag.5","tmax",5,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"22","tmax_lag.4","tmax",4,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"23","Wmean_lag.6","Wmean",6,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"24","Wmean_lag.5","Wmean",5,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"25","Wmean_lag.4","Wmean",4,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"26","Wmean_lag.3","Wmean",3,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"27","Wmean_lag.2","Wmean",2,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"28","tmin_lag.8","tmin",8,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"29","tmin_lag.7","tmin",7,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"30","tmin_lag.6","tmin",6,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"31","pmm_lag.10","pmm",10,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"32","pmm_lag.9","pmm",9,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"33","pmm_lag.8","pmm",8,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"34","y_lag.1","y",1,31,0.336759783859209,0.336759783859209,"p = 1","Scenario 1","30"
"35","tmin_lag.9","tmin",9,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"36","tmin_lag.8","tmin",8,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"37","tmin_lag.7","tmin",7,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"38","tmean_lag.9","tmean",9,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"39","tmean_lag.8","tmean",8,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"40","tmean_lag.7","tmean",7,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"41","pmm_lag.5","pmm",5,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"42","pmm_lag.4","pmm",4,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"43","pmm_lag.3","pmm",3,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"44","Wmax_lag.11","Wmax",11,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"45","Wmax_lag.10","Wmax",10,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"46","Wmax_lag.9","Wmax",9,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"47","Wmean_lag.9","Wmean",9,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"48","Wmean_lag.8","Wmean",8,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"49","Wmean_lag.7","Wmean",7,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"50","y_lag.1","y",1,32,-0.494649728992954,0.494649728992954,"p = 1","Scenario 1","30"
"51","tmin_lag.9","tmin",9,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"52","tmin_lag.8","tmin",8,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"53","tmin_lag.7","tmin",7,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"54","pmm_lag.5","pmm",5,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"55","pmm_lag.4","pmm",4,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"56","pmm_lag.3","pmm",3,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"57","Wmax_lag.13","Wmax",13,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"58","Wmax_lag.12","Wmax",12,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"59","Wmax_lag.11","Wmax",11,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"60","Wmax_lag.10","Wmax",10,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"61","Wmax_lag.9","Wmax",9,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"62","Wmean_lag.11","Wmean",11,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"63","Wmean_lag.10","Wmean",10,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"64","Wmean_lag.9","Wmean",9,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"65","Wmean_lag.8","Wmean",8,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"66","Wmean_lag.7","Wmean",7,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"67","y_lag.1","y",1,33,-6.34537999264527,6.34537999264527,"p = 1","Scenario 1","30"
"68","tmax_lag.9","tmax",9,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"69","tmax_lag.8","tmax",8,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"70","tmax_lag.7","tmax",7,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"71","tmax_lag.6","tmax",6,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"72","tmin_lag.8","tmin",8,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"73","tmin_lag.7","tmin",7,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"74","tmin_lag.6","tmin",6,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"75","tmean_lag.8","tmean",8,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"76","tmean_lag.7","tmean",7,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"77","tmean_lag.6","tmean",6,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"78","pmm_lag.8","pmm",8,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"79","pmm_lag.7","pmm",7,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"80","pmm_lag.6","pmm",6,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"81","pmm_lag.5","pmm",5,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"82","pmm_lag.4","pmm",4,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"83","pmm_lag.3","pmm",3,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"84","Wmax_lag.15","Wmax",15,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"85","Wmax_lag.14","Wmax",14,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"86","Wmax_lag.13","Wmax",13,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"87","Wmax_lag.12","Wmax",12,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"88","Wmax_lag.11","Wmax",11,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"89","St10cm_lag.8","St10cm",8,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"90","St10cm_lag.7","St10cm",7,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"91","St10cm_lag.6","St10cm",6,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"92","y_lag.1","y",1,34,-6.38535026212921,6.38535026212921,"p = 1","Scenario 1","30"
"93","St10cm_lag.4","St10cm",4,35,-2.00571879526639,2.00571879526639,"p = 1","Scenario 1","30"
"94","St10cm_lag.3","St10cm",3,35,-2.00571879526639,2.00571879526639,"p = 1","Scenario 1","30"
"95","St10cm_lag.2","St10cm",2,35,-2.00571879526639,2.00571879526639,"p = 1","Scenario 1","30"
"96","tmin_lag.4","tmin",4,35,-2.00571879526639,2.00571879526639,"p = 1","Scenario 1","30"
"97","tmin_lag.3","tmin",3,35,-2.00571879526639,2.00571879526639,"p = 1","Scenario 1","30"
"98","tmin_lag.2","tmin",2,35,-2.00571879526639,2.00571879526639,"p = 1","Scenario 1","30"
