"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.31649627403945,1.76121479059561,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.40960831181822,1.5745710535457,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.350047365451375,1.64602836046955,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.403175205198975,1.62972477083023,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.458552734124971,1.54776817250672,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.401765818801488,1.60805142017301,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.134852855146355,2.24926952663849,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.282838208358609,1.73495200489944,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.411188088349265,1.58567414886805,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.183178101413447,2.18168118186648,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.334276087134716,1.70249945738375,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.468015904739971,1.55042154049022,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.221269170809068,2.02762135345322,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.277196040193953,1.73988948305258,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.40890292517708,1.59451913270081,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.311461164200938,1.88130801669819,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.347480874025943,1.68564760518804,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.453922585339181,1.56957700742906,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00335513227940203,2.49780920776295,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.00123973465126855,2.20261576833871,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00540633154900386,2.05812762862389,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",6.0659107131636e-05,2.44609971471951,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00774589205430186,2.17734636897601,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.000183979241470796,2.11842248315547,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0132183566023671,2.30422716007992,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.00302996706637657,2.11138611713138,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0153069823039491,2.06764904522587,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0157989934479921,2.24573215521441,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.000409010043062689,2.05961196909709,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0256170205559225,1.9670532092481,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.235855530583215,1.95032326321525,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.269075408676395,1.72499634101752,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.29585528699664,1.7307343788705,"30",181
