"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","tmax_lag.7","tmax",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"2","tmax_lag.6","tmax",6,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"3","tmax_lag.5","tmax",5,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"4","tmean_lag.7","tmean",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"5","tmean_lag.6","tmean",6,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"6","tmean_lag.5","tmean",5,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"7","Wmean_lag.9","Wmean",9,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"8","Wmean_lag.8","Wmean",8,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"9","Wmean_lag.7","Wmean",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"10","tmin_lag.7","tmin",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"11","tmin_lag.6","tmin",6,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"12","tmin_lag.5","tmin",5,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"13","pmm_lag.5","pmm",5,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"14","pmm_lag.4","pmm",4,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"15","pmm_lag.3","pmm",3,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"16","Wmax_lag.9","Wmax",9,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"17","Wmax_lag.8","Wmax",8,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"18","Wmax_lag.7","Wmax",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"19","St5cm_lag.9","St5cm",9,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"20","St5cm_lag.8","St5cm",8,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"21","St5cm_lag.7","St5cm",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"22","St10cm_lag.7","St10cm",7,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"23","St10cm_lag.6","St10cm",6,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"24","St10cm_lag.5","St10cm",5,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"25","y_lag.2","y",2,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"26","y_lag.1","y",1,30,3.70451691551134,3.70451691551134,"p = 1","Scenario 1","30"
"27","tmax_lag.7","tmax",7,31,1.58166846993069,1.58166846993069,"p = 1","Scenario 1","30"
"28","tmax_lag.6","tmax",6,31,1.58166846993069,1.58166846993069,"p = 1","Scenario 1","30"
"29","tmax_lag.5","tmax",5,31,1.58166846993069,1.58166846993069,"p = 1","Scenario 1","30"
"30","tmean_lag.7","tmean",7,31,1.58166846993069,1.58166846993069,"p = 1","Scenario 1","30"
"31","tmean_lag.6","tmean",6,31,1.58166846993069,1.58166846993069,"p = 1","Scenario 1","30"
