"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","Wmean_lag.10","Wmean",10,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"2","Wmean_lag.9","Wmean",9,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"3","Wmean_lag.8","Wmean",8,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"4","Wmax_lag.10","Wmax",10,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"5","Wmax_lag.9","Wmax",9,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"6","Wmax_lag.8","Wmax",8,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"7","y_lag.1","y",1,30,4.04682476192575,4.04682476192575,"p = 1","Scenario 1","30"
"8","y_lag.1","y",1,31,0.698242829553784,0.698242829553784,"p = 1","Scenario 1","30"
"9","Wmax_lag.10","Wmax",10,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"10","Wmax_lag.9","Wmax",9,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"11","Wmax_lag.8","Wmax",8,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"12","Wmean_lag.10","Wmean",10,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"13","Wmean_lag.9","Wmean",9,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"14","Wmean_lag.8","Wmean",8,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"15","y_lag.1","y",1,32,-1.4671583870484,1.4671583870484,"p = 1","Scenario 1","30"
"16","Wmax_lag.12","Wmax",12,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"17","Wmax_lag.11","Wmax",11,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"18","Wmax_lag.10","Wmax",10,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"19","Wmax_lag.9","Wmax",9,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"20","Wmax_lag.8","Wmax",8,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"21","Wmean_lag.12","Wmean",12,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"22","Wmean_lag.11","Wmean",11,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"23","Wmean_lag.10","Wmean",10,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"24","Wmean_lag.9","Wmean",9,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"25","Wmean_lag.8","Wmean",8,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"26","y_lag.1","y",1,33,-3.67104099587304,3.67104099587304,"p = 1","Scenario 1","30"
"27","tmax_lag.10","tmax",10,34,0.743437300606942,0.743437300606942,"p = 1","Scenario 1","30"
"28","tmax_lag.9","tmax",9,34,0.743437300606942,0.743437300606942,"p = 1","Scenario 1","30"
