"","features_complete","feature_name","lags","feature_week","error","abs_error","Data_source","Association","Initial_training_samples"
"1","tmean_lag.8","tmean",8,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"2","tmean_lag.7","tmean",7,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"3","tmean_lag.6","tmean",6,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"4","Wmean_lag.8","Wmean",8,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"5","Wmean_lag.7","Wmean",7,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"6","Wmean_lag.6","Wmean",6,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"7","tmin_lag.8","tmin",8,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"8","tmin_lag.7","tmin",7,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"9","tmin_lag.6","tmin",6,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"10","Wmax_lag.11","Wmax",11,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"11","Wmax_lag.10","Wmax",10,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"12","Wmax_lag.9","Wmax",9,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"13","St5cm_lag.11","St5cm",11,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"14","St5cm_lag.10","St5cm",10,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"15","St5cm_lag.9","St5cm",9,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"16","St10cm_lag.6","St10cm",6,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"17","St10cm_lag.5","St10cm",5,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"18","St10cm_lag.4","St10cm",4,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"19","y_lag.1","y",1,30,3.88519429742592,3.88519429742592,"p = 1","Scenario 1","30"
"20","tmax_lag.6","tmax",6,31,1.94568353093928,1.94568353093928,"p = 1","Scenario 1","30"
"21","tmax_lag.5","tmax",5,31,1.94568353093928,1.94568353093928,"p = 1","Scenario 1","30"
"22","tmax_lag.4","tmax",4,31,1.94568353093928,1.94568353093928,"p = 1","Scenario 1","30"
