"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.120287570523549,2.47033823373071,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.220012116792929,2.04855469785814,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.343003297332673,1.86359197653879,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.162822878658819,2.42698281839497,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.258181123843918,2.07809946209242,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.385233159941478,1.88255739670988,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.165829346194391,2.33615235935256,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.223053341357176,2.04716462804724,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.341660790007996,1.87027847664667,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.220111891323087,2.26885323617891,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.258551465817589,2.08116510829659,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.388865193710751,1.88382511942177,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.196893035587653,1.97154439616643,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.267997834352521,1.79264514570916,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.33681643576021,1.71626146837312,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.135998572086777,2.08364907194192,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.179086423316046,1.91841458853465,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.237002856307434,1.86145730446045,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.170752658711585,2.01502906048243,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.260526524017818,1.79959503179784,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.326918277772165,1.72628984181269,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.115196257379595,2.1261833156534,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.168986326768621,1.92559987005187,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.224595725643871,1.87400263187005,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.000541499272247898,2.39055721989343,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.0013631299118495,2.17912536116831,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.000582602571075251,2.1586263730214,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00496150343125086,2.46093658394878,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.00357530934154955,2.21988702820131,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0257515016708985,2.11439382848419,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.154599766961605,1.97226937785639,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.252744283866397,1.73364892253811,"30",181
"33","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.347906310711834,1.61995336646187,"30",181
"34","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.145637824463192,2.03669371754099,"60",151
"35","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.248064364999579,1.78379371479203,"60",151
"36","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.363726753953207,1.63554078166111,"60",151
"37","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.774166009921413,15.0150581426561,"30",181
"38","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.82613357112063,13.7081960335059,"30",181
"39","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.865003495668967,11.6671991318697,"30",181
"40","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.783259125249737,14.8531920503041,"60",151
"41","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.831905115356397,13.4996195054495,"60",151
"42","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.869662439850967,11.5773715299812,"60",151
"43","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.760675090820382,15.4367222166239,"30",181
"44","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.812608580452631,14.1820792388153,"30",181
"45","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.863837640695426,11.8569186312813,"30",181
"46","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.788960741206081,14.6820463332654,"60",151
"47","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.829587559292054,13.5784669004768,"60",151
"48","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.878669766900503,11.3262535838761,"60",151
"49","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.748983777509083,21.957628811024,"30",181
"50","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.80542270463756,19.3282941677941,"30",181
"51","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.787962178557572,20.1853269811645,"30",181
"52","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.761114183084667,21.7445934658552,"60",151
"53","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.829525687162778,18.403810968039,"60",151
"54","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.798730387914077,19.854165926367,"60",151
"55","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.748840082364918,22.2948302281082,"30",181
"56","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.807242802583132,19.2416527814947,"30",181
"57","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.791617112562134,20.1359234947316,"30",181
"58","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.762904114398923,22.2276919674207,"60",151
"59","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.837294944700562,18.0853994046928,"60",151
"60","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.807482441412717,19.8227917462755,"60",151
"61","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.711380734625222,32.2636068271139,"30",181
"62","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.768438453109911,28.3612498969964,"30",181
"63","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.73220050819876,30.6209035747233,"30",181
"64","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.728205209441613,32.1896606497129,"60",151
"65","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.790448726562481,27.6727210638122,"60",151
"66","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.716412062326929,32.447008421682,"60",151
"67","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.739806766599649,30.8179930862529,"30",181
"68","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.794342120673941,26.5666768898218,"30",181
"69","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.825174066104626,26.7191773838283,"30",181
"70","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.756982247806313,30.9702292687768,"60",151
"71","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.816778679603726,26.0048863810069,"60",151
"72","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.824522731557195,27.4270091598409,"60",151
"73","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.548018404757042,33.4927558549034,"30",181
"74","All climate time series + 3 lags","Random Forests","p = 1","Scenario 3",0.654487050708911,29.5162891169244,"30",181
"75","All climate time series + 3 lags","Lasso","p = 1","Scenario 3",0.732273546378458,25.5861628750438,"30",181
"76","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.548996398468709,34.1046759795056,"60",151
"77","All climate time series + 3 lags","Random Forests","p = 1","Scenario 3",0.64577670930146,30.5246164728196,"60",151
"78","All climate time series + 3 lags","Lasso","p = 1","Scenario 3",0.75169229301089,25.107567628506,"60",151
"79","All climate time series + 6 lags","Light GBM","p = 1","Scenario 3",0.500728548207494,35.2986564004452,"30",181
"80","All climate time series + 6 lags","Random Forests","p = 1","Scenario 3",0.624337740265272,30.696821519764,"30",181
"81","All climate time series + 6 lags","Lasso","p = 1","Scenario 3",0.735728478255005,25.4093380667695,"30",181
"82","All climate time series + 6 lags","Light GBM","p = 1","Scenario 3",0.504075571294172,35.6914900207813,"60",151
"83","All climate time series + 6 lags","Random Forests","p = 1","Scenario 3",0.616985510390019,31.6072857963117,"60",151
"84","All climate time series + 6 lags","Lasso","p = 1","Scenario 3",0.737631957774637,25.8170809743194,"60",151
"85","All climate time series + 3 lags","Light GBM","p = 3","Scenario 3",0.53405664537427,46.5300319748527,"30",181
"86","All climate time series + 3 lags","Random Forests","p = 3","Scenario 3",0.680225158835233,38.8413776748085,"30",181
"87","All climate time series + 3 lags","Lasso","p = 3","Scenario 3",0.575129631678014,43.6665519699654,"30",181
"88","All climate time series + 3 lags","Light GBM","p = 3","Scenario 3",0.515156031228383,50.4834708132648,"60",151
"89","All climate time series + 3 lags","Random Forests","p = 3","Scenario 3",0.664409940620402,41.9729939275964,"60",151
"90","All climate time series + 3 lags","Lasso","p = 3","Scenario 3",0.547174404003584,47.6873614714696,"60",151
"91","All climate time series + 6 lags","Light GBM","p = 3","Scenario 3",0.588319231150032,43.5841410539293,"30",181
"92","All climate time series + 6 lags","Random Forests","p = 3","Scenario 3",0.706266615737202,36.651905445671,"30",181
"93","All climate time series + 6 lags","Lasso","p = 3","Scenario 3",0.669083726389891,39.1318864853195,"30",181
"94","All climate time series + 6 lags","Light GBM","p = 3","Scenario 3",0.569968721866499,47.282545812348,"60",151
"95","All climate time series + 6 lags","Random Forests","p = 3","Scenario 3",0.695130745627815,39.574843999806,"60",151
"96","All climate time series + 6 lags","Lasso","p = 3","Scenario 3",0.654385751909815,42.1493252587218,"60",151
"97","All climate time series + 3 lags","Light GBM","p = 5","Scenario 3",0.53405664537427,46.5300319748527,"30",181
"98","All climate time series + 3 lags","Random Forests","p = 5","Scenario 3",0.678657702755488,38.9030914780708,"30",181
"99","All climate time series + 3 lags","Lasso","p = 5","Scenario 3",0.573604654845089,43.6961420223733,"30",181
"100","All climate time series + 3 lags","Light GBM","p = 5","Scenario 3",0.515156031228383,50.4834708132648,"60",151
"101","All climate time series + 3 lags","Random Forests","p = 5","Scenario 3",0.667783805224475,41.8611132609181,"60",151
"102","All climate time series + 3 lags","Lasso","p = 5","Scenario 3",0.542265459350645,48.0689406479701,"60",151
"103","All climate time series + 6 lags","Light GBM","p = 5","Scenario 3",0.588319231150032,43.5841410539293,"30",181
"104","All climate time series + 6 lags","Random Forests","p = 5","Scenario 3",0.697497862161314,37.103386961336,"30",181
"105","All climate time series + 6 lags","Lasso","p = 5","Scenario 3",0.663625787510423,39.6903542389957,"30",181
"106","All climate time series + 6 lags","Light GBM","p = 5","Scenario 3",0.569968721866499,47.282545812348,"60",151
"107","All climate time series + 6 lags","Random Forests","p = 5","Scenario 3",0.689813721053783,39.9213206559835,"60",151
"108","All climate time series + 6 lags","Lasso","p = 5","Scenario 3",0.657715592596003,42.0651142422493,"60",151
