"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.292400626005128,2.26565136250526,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.345992152700211,2.08118817866457,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.330548091984925,2.10953979484929,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.324852431330472,2.20993224123876,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.348097935326125,2.07671346217599,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.343653024906577,2.099014460142,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.280364200163598,2.33691475663933,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.353100198966627,2.08186368172936,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.407375742802373,2.01005431887339,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.2742068522318,2.35277226811171,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.352654366181742,2.07477174599179,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.406959276919127,1.99798691133208,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.259307814034505,2.40570757955517,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.349015789707416,2.079521885313,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.391311193068251,2.02982191552919,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.266154116548776,2.40222700079571,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.35093296564235,2.07380011459636,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.389211946334372,2.02122849306493,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0646137345268372,2.80732046132039,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0652640029972308,2.67987490244417,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0869366252659736,2.66980251196631,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.0378173817110651,2.900513668053,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.0257440109219477,2.75103011455832,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.0338464819501288,2.73854049469948,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.103751477530711,1.93708217945615,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.190882243957574,1.69547945559565,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.146451243333969,1.73674643884498,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.122241984109061,1.88427836826543,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.223493215752778,1.66062616803249,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.176703221727733,1.71503748859094,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.160805645020955,1.90873012841652,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.266843481327568,1.5853482454407,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.306279643862242,1.54646138938251,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.176346340463763,1.87224954246518,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.318353689382284,1.5493515517206,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.339683876407306,1.52879545622578,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.162417729505935,1.880428173952,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.233610496369458,1.6452569194956,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.292647925931127,1.5661000638323,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.232876408414046,1.73321290512441,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.27655989812933,1.60444708374597,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.316524766851381,1.55792115647471,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.000118184537855471,2.21627315612394,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.00471545294143435,1.99572800734935,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.00436395667288613,1.91827901688037,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.000573257590711634,2.28338421359793,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.00413254240607642,2.02548061708424,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.00525610769265995,1.93246328857536,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0685807552049202,2.43193936646311,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.0912620667389395,2.29677806284307,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.118588510659607,2.25726993771518,"30",181
