"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.168094773286043,3.08920237993082,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.180405709536554,2.87284250156582,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.191300452931697,2.83722587801971,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.152279884168867,3.32738974048086,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.167338953012557,3.08523937141562,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.188181563403795,3.03350086209265,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.15306549281805,3.22077957587428,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.177964988551047,2.8827819696208,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.21858089781277,2.7889723326375,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.139372763718973,3.45798586244819,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.160410498932351,3.09877750818952,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.189483002551343,3.0347662984599,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0840334315409943,2.47651596425071,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0803660807975247,2.15383802088902,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.0713406694855486,2.31176270016441,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0558963338552271,2.21504105446397,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.08893770920253,1.65902143041786,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.014388080793439,1.95684347738483,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0741303813961128,2.48697683516697,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.074776458075823,2.16846596365094,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0863897209058226,2.20256402744735,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0547420148629346,2.19099660942585,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.0755384317715142,1.68457487130351,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0202603851188144,1.98840567818191,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0229857608747519,3.02953320332853,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.000213928651394206,3.00181972625879,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.00541184695390192,2.91916532855894,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0209508624401926,3.23409007409056,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.000125673745914485,3.21754886539647,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.000318081472967289,3.16218359706589,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.113201169190002,2.87356087045147,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.105513001796151,2.74366175669383,"30",181
"33","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.0782979702958378,2.79479986725053,"30",181
"34","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.115152591435984,3.05025179297211,"60",151
"35","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.0883105118688474,2.96557989622317,"60",151
"36","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.0626262111416879,3.02024329168097,"60",151
"37","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.156444200324564,42.858304243965,"30",181
"38","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.283683999508787,38.1311404675664,"30",181
"39","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.222145585767118,40.0379848098829,"30",181
"40","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.0899689713684048,44.2048028820502,"60",151
"41","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.224592611563998,38.3665940689182,"60",151
"42","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.180323750408347,40.1295095086604,"60",151
"43","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.207492063006754,40.7395890733277,"30",181
"44","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.26952719097197,38.631098898286,"30",181
"45","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.193081286178074,41.0179034528013,"30",181
"46","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.133761921117799,41.5735891962746,"60",151
"47","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.224040943558634,38.4056196026607,"60",151
"48","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.186424855400751,40.5259327057673,"60",151
"49","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.167198374713094,39.5175606205869,"30",181
"50","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.311579764471858,30.7865865450908,"30",181
"51","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.237347281857501,33.4882572025931,"30",181
"52","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.169355668316073,42.6315006515066,"60",151
"53","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.305466291731514,33.4087879245346,"60",151
"54","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.215740534413559,36.8906624785412,"60",151
"55","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.11372540205677,40.6580873157602,"30",181
"56","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.262913866269193,31.9037079035361,"30",181
"57","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.166379120295282,36.601228025434,"30",181
"58","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.117070593818224,43.8154983218091,"60",151
"59","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.26058279892871,34.4861290023286,"60",151
"60","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.156013295504468,41.4492413936994,"60",151
"61","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.0955073272895242,101.709064310356,"30",181
"62","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.214195562672179,82.0060214961336,"30",181
"63","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.114208517790764,88.1866555395749,"30",181
"64","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.0935608235345141,107.702822159492,"60",151
"65","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.208143541520262,86.011081638521,"60",151
"66","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.115310042454426,92.5377524067179,"60",151
"67","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.17434266262667,89.2145553586346,"30",181
"68","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.297372581680173,77.2845501830364,"30",181
"69","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.149659943531751,89.2821317150095,"30",181
"70","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.161455865316966,94.8190792841825,"60",151
"71","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.296449455029893,81.102063193108,"60",151
"72","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.195484033176733,88.1788822773523,"60",151
"73","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.227306791516582,26.9734433078013,"30",181
"74","All climate time series + 3 lags","Random Forests","p = 1","Scenario 3",0.2946188010026,24.0610260804127,"30",181
"75","All climate time series + 3 lags","Lasso","p = 1","Scenario 3",0.349232228716359,22.4729212861213,"30",181
"76","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.201672018906329,26.2297108935563,"60",151
"77","All climate time series + 3 lags","Random Forests","p = 1","Scenario 3",0.282286441920771,23.6069053099899,"60",151
"78","All climate time series + 3 lags","Lasso","p = 1","Scenario 3",0.37740048353291,21.6586862124371,"60",151
"79","All climate time series + 6 lags","Light GBM","p = 1","Scenario 3",0.194996393521017,28.3124315830511,"30",181
"80","All climate time series + 6 lags","Random Forests","p = 1","Scenario 3",0.271506238182188,24.6400277048746,"30",181
"81","All climate time series + 6 lags","Lasso","p = 1","Scenario 3",0.334977402512314,22.7501429509124,"30",181
"82","All climate time series + 6 lags","Light GBM","p = 1","Scenario 3",0.176098124868272,27.3260254610016,"60",151
"83","All climate time series + 6 lags","Random Forests","p = 1","Scenario 3",0.249600068716853,24.316173282433,"60",151
"84","All climate time series + 6 lags","Lasso","p = 1","Scenario 3",0.341439008903967,22.3683641619627,"60",151
"85","All climate time series + 3 lags","Light GBM","p = 3","Scenario 3",0.225655450127534,47.3019037822571,"30",181
"86","All climate time series + 3 lags","Random Forests","p = 3","Scenario 3",0.302774115847465,42.2146086838538,"30",181
"87","All climate time series + 3 lags","Lasso","p = 3","Scenario 3",0.202016951813967,45.41794597228,"30",181
"88","All climate time series + 3 lags","Light GBM","p = 3","Scenario 3",0.199517576059526,51.1718605918032,"60",151
"89","All climate time series + 3 lags","Random Forests","p = 3","Scenario 3",0.282889186322714,45.6621134095976,"60",151
"90","All climate time series + 3 lags","Lasso","p = 3","Scenario 3",0.141975629842263,50.5695687886618,"60",151
"91","All climate time series + 6 lags","Light GBM","p = 3","Scenario 3",0.235685192318032,45.9981636389586,"30",181
"92","All climate time series + 6 lags","Random Forests","p = 3","Scenario 3",0.363398936363107,40.3100252852378,"30",181
"93","All climate time series + 6 lags","Lasso","p = 3","Scenario 3",0.290685827524926,42.7242124995913,"30",181
"94","All climate time series + 6 lags","Light GBM","p = 3","Scenario 3",0.200825087657367,49.9728756176388,"60",151
"95","All climate time series + 6 lags","Random Forests","p = 3","Scenario 3",0.310485396010397,44.468616410255,"60",151
"96","All climate time series + 6 lags","Lasso","p = 3","Scenario 3",0.279078820384266,45.9017700708281,"60",151
"97","All climate time series + 3 lags","Light GBM","p = 5","Scenario 3",0.225655450127534,47.3019037822571,"30",181
"98","All climate time series + 3 lags","Random Forests","p = 5","Scenario 3",0.308142035935233,42.0838172549694,"30",181
"99","All climate time series + 3 lags","Lasso","p = 5","Scenario 3",0.171801667983301,46.5511809802871,"30",181
"100","All climate time series + 3 lags","Light GBM","p = 5","Scenario 3",0.199517576059526,51.1718605918032,"60",151
"101","All climate time series + 3 lags","Random Forests","p = 5","Scenario 3",0.299148886311269,45.191858368219,"60",151
"102","All climate time series + 3 lags","Lasso","p = 5","Scenario 3",0.162855813591102,49.952764931869,"60",151
"103","All climate time series + 6 lags","Light GBM","p = 5","Scenario 3",0.235685192318032,45.9981636389586,"30",181
"104","All climate time series + 6 lags","Random Forests","p = 5","Scenario 3",0.359188304709102,40.4503444779048,"30",181
"105","All climate time series + 6 lags","Lasso","p = 5","Scenario 3",0.28790586030366,42.8743787285375,"30",181
"106","All climate time series + 6 lags","Light GBM","p = 5","Scenario 3",0.200825087657367,49.9728756176388,"60",151
"107","All climate time series + 6 lags","Random Forests","p = 5","Scenario 3",0.329801166152944,43.8921545430908,"60",151
"108","All climate time series + 6 lags","Lasso","p = 5","Scenario 3",0.257696691535174,46.776197518343,"60",151
