"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.114839645564779,2.98003615067662,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.155363798526172,2.37376601669959,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.187876630916666,2.33706376896309,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.133774165862462,2.77480351340509,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.23064795888628,2.13990160222591,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.236113323131797,2.14267945722506,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.202421018005571,2.93952232209937,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.291114596716882,2.29130105825354,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.225160667833704,2.31065925402753,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.172310270448865,2.87281555817169,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.294811763956206,2.1362598049619,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.290429913099595,2.08119801172718,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.228936680805991,2.88760123879292,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.275146520600578,2.30628389520011,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.218875641940922,2.31225862886143,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.207314256226615,2.74839396177535,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.265372946409739,2.17957459298158,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.284407009687064,2.09223077630963,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0198617233338199,3.38905191166447,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.023607025566379,2.91493145154827,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0086289948259845,2.71486430021712,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.0147419554444552,3.3906347498613,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00921105561653719,2.80315525313902,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00118190625497134,2.58550704585565,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0963846543559533,1.99414926091579,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.134662755725695,1.62810278143091,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0816506792206774,1.71330325279772,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.14160180388401,1.88478881597246,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.177744657995814,1.51722654515981,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.116152897618059,1.60167982848675,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.166379838474439,1.68085955491723,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.280078068921277,1.47543853517037,"30",181
