"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.259339919399894,2.86450108205257,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.295721119440575,2.6112931243769,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.367888835471189,2.45659548118794,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.185756269243543,2.80331158307168,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.146967594481161,2.5174431570484,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.221293858004,2.34451842452941,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.262768682551443,2.82000426711903,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.296029978220552,2.59072477293116,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.321420617493379,2.5316010280507,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.190968987877208,2.68165345936826,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.167798512590804,2.42965664043999,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.219466472760179,2.33128875253009,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0697508449291319,1.76850027640565,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0843999465499422,1.62457388433395,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.0945858789605132,1.61431505353626,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0947060726711642,1.76521614636151,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.113679366952035,1.62481360498424,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.0615149566554066,1.69064122637328,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0491740643265349,1.80212666995354,"30",181
