"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.0479047584394042,2.98710891503787,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.127087180101706,2.57055220201262,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.172117115247923,2.49299604340518,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.0571488348575773,3.0594796651861,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.131058243465896,2.68096590685035,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.186359931650852,2.59906133926016,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.0710534966362084,2.85060129416906,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.132955490589936,2.56033713753586,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.164339582795984,2.50351825868989,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.087245401021872,2.92650766031346,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.142859092486384,2.65816549275348,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.203651418424537,2.57658892007426,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0781584729182829,4.28115847387287,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.129985008820709,3.79801010875595,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.138095148953336,3.82464468919904,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0824718044846036,3.9321053320771,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.119855547403942,3.48616887635292,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.226529778215849,3.14490566833914,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0710192751221508,4.69379865494248,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.122911594463108,3.88541763994655,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0378380373584113,4.32800263305358,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0882934783207582,4.21732330027445,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.141843133918681,3.41138408870823,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0291419572340021,3.58522022481302,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00920625550102903,2.42033582259905,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.00630628276703595,2.1421374439757,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",4.41804404860813e-06,2.05448905767824,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.000671762075405307,2.32589570799392,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.000351788245721896,2.05520375649026,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0134800691417187,1.9021570865728,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.204322964673992,2.10334177926014,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.250134994153693,1.76493424425324,"30",181
