"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.14338326918507,2.72259843502485,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.0918606073524304,2.62260630669815,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.175082830144356,2.45886088842872,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.142920273195269,2.74312994939576,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.0776947626336874,2.70733561476951,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.182953050279624,2.50102032334382,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.0907859902422108,2.85501937763643,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.204465389848355,2.41804052560446,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.075083386281099,2.68871196158785,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.0931617046574211,2.89327663257512,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.197044163430784,2.4859492048074,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.0603082394404215,2.80830257791806,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.102034522488844,2.84697761456842,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.190287966618097,2.47479138930366,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.0464746903190933,2.79414002418665,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.0892562934750138,2.95639609143132,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.170666914102152,2.5626868373478,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.0697357908535433,2.71809726728072,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00231587532618261,3.38032264479355,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0201638624052835,2.86152426255113,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00834645876303376,2.77458223184434,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.000531825286738599,3.40345013362588,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00520067420551662,2.92429590919846,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.000140662819684497,2.86316626679253,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.092967773935857,2.85254178699841,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0330623514042253,2.92712475081624,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0425019085443856,2.75635884261526,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.154568573751447,2.522392910605,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0400440368251199,2.57423401402484,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0689248507250629,2.44209790006966,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.219463550830369,2.59134588801126,"30",181
