"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.193136036722799,2.06024338245362,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.202258684300123,1.87260741411581,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0992776773887382,2.06957810429634,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.240446979493342,2.00854778260202,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.272262268579026,1.86502498994059,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.129952314541959,2.07419287162993,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.07898874678551,2.36098069110858,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.230855009301883,1.83967685875413,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.230027165157433,1.87131422146148,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.0901229588381509,2.40121842327622,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.254524063547317,1.89925517737644,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.28258366664685,1.86182612825646,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.165469966580902,2.11291666450197,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.199532520021198,1.91211952837676,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.203226657075174,1.89605855388828,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.179459345149029,2.13281442080007,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.235675245378967,1.92524228153283,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.289180898691813,1.85002273919006,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.000211891931685689,2.51078125580533,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0103785529661022,2.21801479358205,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00523048215531963,2.19869501838638,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.00241045817039069,2.61298045162355,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.0117072217364869,2.30533272642883,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00128761229733406,2.31793557841844,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.000360216391453976,1.94430948558251,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0302700107369332,1.65419973609298,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.00111879695242062,1.73733283502153,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.000468582789534504,2.0360281701458,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0339003459543984,1.74272465004218,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",7.49318827184876e-05,1.83246897453124,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.0864212295321362,1.71812698751454,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.157376976888406,1.53662859782323,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.0524245083446602,1.64694055463861,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.089489897704069,1.79707600191356,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.163176560359953,1.61177299218791,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.0636958347539842,1.71265100755481,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.0807679005844305,1.74978369752445,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.142778445283774,1.5509362435118,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.06096558308368,1.62269548573876,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.0772766668436447,1.83591147415849,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.136603346929551,1.63222150093142,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.0947393879386836,1.67740177023724,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.0236520020616526,1.73964033782637,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.0137760488132517,1.69357332389448,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.00275774491045665,1.68649633442357,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.0259258907879327,1.82099268202484,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.0169809877883506,1.77108356137384,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.00385209191100108,1.78737715240623,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.000507278042942098,3.91082162007333,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",2.32808868619033e-05,3.48996110656198,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.00350673592431901,3.58454880539299,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",2.50097140918536e-07,4.0851282762124,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.000801312727185999,3.57513909466194,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.013172496067907,3.72270571959455,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.00816646066644315,3.62503495224586,"30",181
"56","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.0339026185056851,3.40870829821277,"30",181
"57","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.0222919555195262,3.41822588883045,"30",181
"58","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.00512319508745311,3.75341223712311,"60",151
"59","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.0247635749470446,3.517985387929,"60",151
"60","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.00791386632006333,3.53239585856886,"60",151
"61","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.170257294225359,3.33147362379639,"30",181
"62","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.281938997173828,2.88240280347187,"30",181
"63","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.119578213375359,3.2284368424315,"30",181
"64","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.177053854873766,3.43915951059576,"60",151
"65","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.303558151693235,2.91179494232963,"60",151
"66","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.143319172998398,3.27696331883272,"60",151
"67","All climate time series","Light GBM","p = 5","Scenario 1",0.00213982522364357,3.63931819566834,"30",181
"68","All climate time series","Random Forests","p = 5","Scenario 1",0.00502297085620347,3.50294108910915,"30",181
"69","All climate time series","Lasso","p = 5","Scenario 1",0.00528823740453406,3.44610884756505,"30",181
"70","All climate time series","Light GBM","p = 5","Scenario 1",0.00312357404245675,3.74431889165986,"60",151
"71","All climate time series","Random Forests","p = 5","Scenario 1",0.0140307744965596,3.55712256662642,"60",151
"72","All climate time series","Lasso","p = 5","Scenario 1",0.00663456084589736,3.53599963158378,"60",151
"73","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.10509299133012,29.6304888637805,"30",181
"74","Time series reconstruction","Lasso","p = 1","Scenario 2",0.0673491152232576,27.5890475243505,"30",181
