"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.114189080650673,2.67085959185608,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.136773979890439,2.3571242451209,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.154247421788737,2.31371641264439,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.131916396028619,2.44283374509696,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.140176390639171,2.24870102156131,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.242395142906681,2.09355858335684,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.0929381467298233,2.73011368503225,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.137293091983137,2.35191191851555,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.153584725969195,2.30928831724357,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.136548489913322,2.42926768282131,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.131872231104382,2.26821912146839,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.244616684573351,2.10237063969729,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.181022104582251,1.94149060849992,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.238405793827732,1.75419152361141,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.196202772863086,1.81074691404387,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.182506910300658,1.98800572934873,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.246490317953033,1.79611214758325,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.20584360169724,1.84889043422479,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.142912603641753,2.03609153399876,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.234311489048231,1.75864782751279,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.190635549934496,1.81668099548233,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.140381842693189,2.08902814809412,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.264842884717321,1.77341791105216,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.206755357926377,1.84804652503033,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00103165507441034,1.88407868148735,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",1.67508343831623e-07,1.65867670495281,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.00015858949734501,1.60266677249664,"30",181
"28","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.0173897603228416,1.60677540490131,"60",151
"29","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.0110750970777005,1.44160931710505,"60",151
"30","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.0258485713113236,1.39332502841789,"60",151
"31","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.137755681977463,1.64119697138448,"30",181
"32","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.120835417279161,1.495546951936,"30",181
"33","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.0738174977802853,1.60077891935675,"30",181
"34","All climate time series + 6 lags","Light GBM","p = 5","Scenario 1",0.126319759221955,1.48720707149787,"60",151
"35","All climate time series + 6 lags","Random Forests","p = 5","Scenario 1",0.142980261516783,1.32049453994406,"60",151
"36","All climate time series + 6 lags","Lasso","p = 5","Scenario 1",0.104089392176038,1.34557591560928,"60",151
"37","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.286771168301632,28.1859288501295,"30",181
"38","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.345429528481095,25.0680380151019,"30",181
"39","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.426096674896414,23.4797175359036,"30",181
"40","All climate time series + 3 lags","Light GBM","p = 1","Scenario 2",0.329356594271868,27.9898592594548,"60",151
"41","All climate time series + 3 lags","Random Forests","p = 1","Scenario 2",0.369816052581667,25.3807402506206,"60",151
"42","All climate time series + 3 lags","Lasso","p = 1","Scenario 2",0.47019238606642,23.3527172002581,"60",151
"43","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.251523925025064,29.2278036225979,"30",181
"44","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.330553937984037,25.3730033714629,"30",181
"45","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.442543912384514,23.1848887461552,"30",181
"46","All climate time series + 6 lags","Light GBM","p = 1","Scenario 2",0.306074456976864,28.6279818509688,"60",151
"47","All climate time series + 6 lags","Random Forests","p = 1","Scenario 2",0.358517109353794,25.6097529070926,"60",151
"48","All climate time series + 6 lags","Lasso","p = 1","Scenario 2",0.455669922575431,23.6571899999905,"60",151
"49","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.263891656831457,43.5032160716098,"30",181
"50","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.286980722141735,41.6302910760192,"30",181
"51","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.237557515480813,43.1707685705698,"30",181
"52","All climate time series + 3 lags","Light GBM","p = 3","Scenario 2",0.272569985570343,45.6359551306679,"60",151
"53","All climate time series + 3 lags","Random Forests","p = 3","Scenario 2",0.287605788768174,44.0492493577683,"60",151
"54","All climate time series + 3 lags","Lasso","p = 3","Scenario 2",0.232881547911665,45.903483008797,"60",151
"55","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.187122722127892,45.9655547583918,"30",181
"56","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.248668042713819,42.5999759178672,"30",181
"57","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.224639962622386,43.3526463899626,"30",181
"58","All climate time series + 6 lags","Light GBM","p = 3","Scenario 2",0.192863334372491,48.3416016044645,"60",151
"59","All climate time series + 6 lags","Random Forests","p = 3","Scenario 2",0.24674814123781,45.1361249528078,"60",151
"60","All climate time series + 6 lags","Lasso","p = 3","Scenario 2",0.191121142229318,46.908517292949,"60",151
"61","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.320807486980771,49.2749348063956,"30",181
"62","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.287387352548105,51.1091964027208,"30",181
"63","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.18765245134235,54.0530288429799,"30",181
"64","All climate time series + 3 lags","Light GBM","p = 5","Scenario 2",0.300744019494758,53.0600709915304,"60",151
"65","All climate time series + 3 lags","Random Forests","p = 5","Scenario 2",0.253657333628291,55.3116563758583,"60",151
"66","All climate time series + 3 lags","Lasso","p = 5","Scenario 2",0.141618309650124,59.2200707752653,"60",151
"67","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.388619442271286,46.6267880155807,"30",181
"68","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.388895922266092,46.6615317775517,"30",181
"69","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.29715012825409,50.2218523377461,"30",181
"70","All climate time series + 6 lags","Light GBM","p = 5","Scenario 2",0.366618139257313,50.2952640786328,"60",151
"71","All climate time series + 6 lags","Random Forests","p = 5","Scenario 2",0.364669690740856,50.3410119779874,"60",151
"72","All climate time series + 6 lags","Lasso","p = 5","Scenario 2",0.286765623367355,53.0781385118021,"60",151
"73","All climate time series + 3 lags","Light GBM","p = 1","Scenario 3",0.19329980928022,50.0505209883705,"30",181
"74","All climate time series + 3 lags","Random Forests","p = 1","Scenario 3",0.26984396729892,41.616924616825,"30",181
"75","All climate time series + 3 lags","Lasso","p = 1","Scenario 3",0.238160501320179,42.8178438387296,"30",181
