"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.127687827849025,3.83461592422724,"30",181
"2","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.15890885034269,3.40016862405851,"30",181
"3","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.0890710851633083,3.4515916840222,"30",181
"4","All climate time series + 3 lags","Light GBM","p = 1","Scenario 1",0.238644032774327,2.79741629025966,"60",151
"5","All climate time series + 3 lags","Random Forests","p = 1","Scenario 1",0.239937710422282,2.63660406016406,"60",151
"6","All climate time series + 3 lags","Lasso","p = 1","Scenario 1",0.0968646735655931,2.86099999727775,"60",151
"7","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.114878213219612,3.94033210639963,"30",181
"8","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.173019936829425,3.30634384531371,"30",181
"9","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.0889160474750769,3.4394711031303,"30",181
"10","All climate time series + 6 lags","Light GBM","p = 1","Scenario 1",0.111581787330837,3.27820070996504,"60",151
"11","All climate time series + 6 lags","Random Forests","p = 1","Scenario 1",0.209378960599581,2.66708838222544,"60",151
"12","All climate time series + 6 lags","Lasso","p = 1","Scenario 1",0.175919226455269,2.74997180200338,"60",151
"13","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.107764344850751,2.17850940692786,"30",181
"14","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0549403482017988,1.87437704989877,"30",181
"15","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.0274750861211052,1.80328770893736,"30",181
"16","All climate time series + 3 lags","Light GBM","p = 3","Scenario 1",0.0932344173383402,2.04671527966356,"60",151
"17","All climate time series + 3 lags","Random Forests","p = 3","Scenario 1",0.0764713739645024,1.58549047006584,"60",151
"18","All climate time series + 3 lags","Lasso","p = 3","Scenario 1",0.0122537430265886,1.50777700680216,"60",151
"19","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.106055291399703,2.17003539031424,"30",181
"20","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.0640960468515026,1.85952223429579,"30",181
"21","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.0111632295248028,1.81874155002066,"30",181
"22","All climate time series + 6 lags","Light GBM","p = 3","Scenario 1",0.0788589301236212,2.02232187617136,"60",151
"23","All climate time series + 6 lags","Random Forests","p = 3","Scenario 1",0.0870463027869305,1.56641693591784,"60",151
"24","All climate time series + 6 lags","Lasso","p = 3","Scenario 1",0.102372402954579,1.4560017225211,"60",151
"25","All climate time series + 3 lags","Light GBM","p = 5","Scenario 1",0.00379441669951767,3.15152160459936,"30",181
"26","All climate time series + 3 lags","Random Forests","p = 5","Scenario 1",0.00719194449453192,2.81283538720607,"30",181
"27","All climate time series + 3 lags","Lasso","p = 5","Scenario 1",0.00116323685049617,2.58015948424057,"30",181
