"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0654527246581978,3.33634576769792,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.145381653835136,2.92348185549628,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0746749085938861,3.06427350280817,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0694451417588938,3.50448955415975,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.190116883141529,2.9801830777093,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.064861309415802,3.24016534061087,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.192026439949928,2.96832978624842,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.20424983318845,2.82854079586209,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.207716174612629,2.80794972335308,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.186131788728875,3.13628452429595,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.207427086523898,2.96282129421653,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.218694067935087,2.92727152290898,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.077562074609659,3.29100857512112,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.12900669238739,2.96676378608809,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.181246832721624,2.85770057373704,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.0716980993275346,3.47506927388191,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.124572026159059,3.12118496449305,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.190294618620888,2.98064184063785,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0182489545311543,3.57737754453858,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.014559590982313,3.37015719721242,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.000176312204762856,3.18757197479816,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.0210282291864105,3.7536573162762,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.020496616792396,3.52560425623183,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00894805516424587,3.35869738891586,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.152180704375822,2.93392739056022,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.109469103207218,2.97414945938661,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.124979965435895,2.90279750297438,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.131100210379427,2.48052143066997,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.0312286562822512,2.60056748980361,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.112693571949301,2.43736893849591,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.209499098044664,2.92430888702082,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.282790000271039,2.62020957887638,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.191936925434293,2.82167780094954,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.183810389186388,2.49396118899445,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.187897691663774,2.24674543864432,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.0543137574620064,2.54594651544171,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.248277739892741,2.89241762132734,"30",181
