"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.262883028665549,3.60597791686016,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.227614918438607,3.53609922532561,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.196525418349336,3.5859727114533,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.261393189092377,3.86541168863306,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.296288701661591,3.58251067526689,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.208712858333394,3.809118596418,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.187811650181092,3.91837747425639,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.292318796166806,3.3628033459915,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.330096136502137,3.26817045215621,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.200365779763133,4.1425628945157,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.284419557095223,3.63297554790812,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.321610645284303,3.52670137911623,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.169718601701321,3.99000026837721,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.337710089564633,3.2622881071891,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.235136313861322,3.51361853706421,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.177516188664754,4.26149561626245,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.344808749987792,3.48117453286883,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.27584847293648,3.65701326101825,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.0305497155252036,4.14050102013772,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.000428488886140309,4.1165400067936,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.00108213133521317,4.05609615358055,"30",181
