"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0445514489789612,3.48172989432578,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.0943963923172828,3.07891391351812,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0818135811561514,3.07182954945059,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.0316240696030564,3.73609210351467,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.128713911094749,3.18454152834176,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.0424832793202524,3.33313277298068,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.073010444279362,3.44188661325065,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.162362875941412,2.94972193902441,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.187810944518757,2.93389762487649,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.058469142923926,3.69906441427547,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.146709059161136,3.15129176581999,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.143412054501428,3.20958194474959,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.0727994880538714,3.94150237432641,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.189599387555955,2.8910020264255,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.0962917951166449,3.1307429761335,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.0572352168049039,4.25889299715642,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.17837620835105,3.07779901460243,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.0596336863104154,3.42026177192869,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00922355177470911,3.46936382356637,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.0120680940742672,3.30569950184911,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0269619383225431,3.25396503700636,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.0050536564599316,3.71714085221787,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00578765679712271,3.52481822651475,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.00263011535898582,3.51103420191241,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0251209171206426,2.34293258808473,"30",181
