"","Approach","Method","Data_source","Association","Corr","RSME","Initial_training_samples","Testing_samples"
"1","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.115054472659361,2.53724864725435,"30",181
"2","Time series reconstruction","Lasso","p = 1","Scenario 1",0.282763963439348,2.08213025080745,"30",181
"3","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.17693225286133,2.24471173947302,"30",181
"4","Time series reconstruction","Light GBM","p = 1","Scenario 1",0.119914552280396,2.65479297786012,"60",151
"5","Time series reconstruction","Lasso","p = 1","Scenario 1",0.356324782217162,2.09152826686958,"60",151
"6","Time series reconstruction","Random Forests","p = 1","Scenario 1",0.201029715660694,2.34730040744287,"60",151
"7","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.127848703374308,2.43023975232292,"30",181
"8","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.200425477567408,2.20178829937897,"30",181
"9","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.35307834892048,1.98495364424782,"30",181
"10","Naive up to 3 lags","Light GBM","p = 1","Scenario 1",0.135573223592503,2.5313464221947,"60",151
"11","Naive up to 3 lags","Random Forests","p = 1","Scenario 1",0.218647870869739,2.29530109820071,"60",151
"12","Naive up to 3 lags","Lasso","p = 1","Scenario 1",0.392615475291015,2.03313800875369,"60",151
"13","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.202816500673234,2.26739330408103,"30",181
"14","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.224478436614018,2.16583038304571,"30",181
"15","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.33343341378931,2.01594908953114,"30",181
"16","Naive up to 6 lags","Light GBM","p = 1","Scenario 1",0.217163357778575,2.35190171307679,"60",151
"17","Naive up to 6 lags","Random Forests","p = 1","Scenario 1",0.222452842851066,2.28410678889941,"60",151
"18","Naive up to 6 lags","Lasso","p = 1","Scenario 1",0.371654877453835,2.06775373902717,"60",151
"19","All climate time series","Light GBM","p = 1","Scenario 1",0.00342641915995502,2.70270624801508,"30",181
"20","All climate time series","Random Forests","p = 1","Scenario 1",0.000624059213251894,2.53890824217283,"30",181
"21","All climate time series","Lasso","p = 1","Scenario 1",0.0452596809600148,2.42289070941547,"30",181
"22","All climate time series","Light GBM","p = 1","Scenario 1",0.00227502438916047,2.81411356098026,"60",151
"23","All climate time series","Random Forests","p = 1","Scenario 1",0.00572154596821265,2.62975750241229,"60",151
"24","All climate time series","Lasso","p = 1","Scenario 1",0.0274299581839826,2.57352022626187,"60",151
"25","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0456424453362351,2.74225145767801,"30",181
"26","Time series reconstruction","Lasso","p = 3","Scenario 1",0.108501861066408,2.4184867299338,"30",181
"27","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0420420831651644,2.54410090974364,"30",181
"28","Time series reconstruction","Light GBM","p = 3","Scenario 1",0.0630517443965949,2.79628224455117,"60",151
"29","Time series reconstruction","Lasso","p = 3","Scenario 1",0.155713294385357,2.44584590326964,"60",151
"30","Time series reconstruction","Random Forests","p = 3","Scenario 1",0.0505030007384782,2.62464722219489,"60",151
"31","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.327483757607238,2.30756759798536,"30",181
"32","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.338997101071529,2.06630505666322,"30",181
"33","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.222672523518366,2.24480651236543,"30",181
"34","Naive up to 3 lags","Light GBM","p = 3","Scenario 1",0.345190410367061,2.37565388844498,"60",151
"35","Naive up to 3 lags","Random Forests","p = 3","Scenario 1",0.359385045174907,2.12720489968884,"60",151
"36","Naive up to 3 lags","Lasso","p = 3","Scenario 1",0.252053604815171,2.29974761365773,"60",151
"37","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.193047567288005,2.58815691653142,"30",181
"38","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.292613097874105,2.13841576593941,"30",181
"39","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.170475495848124,2.31725867113161,"30",181
"40","Naive up to 6 lags","Light GBM","p = 3","Scenario 1",0.207548402534299,2.61624574273017,"60",151
"41","Naive up to 6 lags","Random Forests","p = 3","Scenario 1",0.305826995514364,2.21395763255946,"60",151
"42","Naive up to 6 lags","Lasso","p = 3","Scenario 1",0.225663211401972,2.33887129642884,"60",151
"43","All climate time series","Light GBM","p = 3","Scenario 1",0.00447246783433226,3.00271500195279,"30",181
"44","All climate time series","Random Forests","p = 3","Scenario 1",0.0290188649844142,2.55561923753562,"30",181
"45","All climate time series","Lasso","p = 3","Scenario 1",0.000295235575133331,2.58402765294882,"30",181
"46","All climate time series","Light GBM","p = 3","Scenario 1",0.00843624051750068,2.93158969889401,"60",151
"47","All climate time series","Random Forests","p = 3","Scenario 1",0.0176214074722018,2.70226733199254,"60",151
"48","All climate time series","Lasso","p = 3","Scenario 1",0.00113544218059865,2.68782268928305,"60",151
"49","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0191845770355477,2.31292613630645,"30",181
"50","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00151459373623554,2.18827836329841,"30",181
"51","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.0134913579398762,2.18250950299067,"30",181
"52","Time series reconstruction","Light GBM","p = 5","Scenario 1",0.0191345709798733,2.38041857058207,"60",151
"53","Time series reconstruction","Lasso","p = 5","Scenario 1",0.00423921261381213,2.25207377960331,"60",151
"54","Time series reconstruction","Random Forests","p = 5","Scenario 1",0.00411704545981905,2.28841086495321,"60",151
"55","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.0066295086447516,2.46382289147041,"30",181
"56","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.00505695552387885,2.18977643611301,"30",181
"57","Naive up to 3 lags","Lasso","p = 5","Scenario 1",3.50395904541234e-05,2.16603802969372,"30",181
"58","Naive up to 3 lags","Light GBM","p = 5","Scenario 1",0.0069821563902104,2.55826240971149,"60",151
"59","Naive up to 3 lags","Random Forests","p = 5","Scenario 1",0.00419355845359987,2.26970387936238,"60",151
"60","Naive up to 3 lags","Lasso","p = 5","Scenario 1",0.000485212549254131,2.23635840604274,"60",151
"61","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.189134313267831,2.08039176650748,"30",181
"62","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.219440929772337,1.87563455722854,"30",181
"63","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.155340310001097,1.97209496459256,"30",181
"64","Naive up to 6 lags","Light GBM","p = 5","Scenario 1",0.198547536765584,2.12897155450056,"60",151
"65","Naive up to 6 lags","Random Forests","p = 5","Scenario 1",0.218770369251797,1.9352690066763,"60",151
"66","Naive up to 6 lags","Lasso","p = 5","Scenario 1",0.169949016904194,2.0143030882662,"60",151
"67","All climate time series","Light GBM","p = 5","Scenario 1",0.00691702760402244,2.43439219079933,"30",181
"68","All climate time series","Random Forests","p = 5","Scenario 1",0.00169430997389874,2.25827583043683,"30",181
"69","All climate time series","Lasso","p = 5","Scenario 1",0.00212297087899146,2.23534054288463,"30",181
"70","All climate time series","Light GBM","p = 5","Scenario 1",0.000166459119642492,2.59509727230289,"60",151
"71","All climate time series","Random Forests","p = 5","Scenario 1",0.00110575148643427,2.38120394861057,"60",151
"72","All climate time series","Lasso","p = 5","Scenario 1",0.0307392172445363,2.33854182597493,"60",151
"73","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.150281782632162,43.7152456891326,"30",181
"74","Time series reconstruction","Lasso","p = 1","Scenario 2",0.11140991288331,41.6714193901759,"30",181
"75","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.169576398762038,38.7727808329804,"30",181
"76","Time series reconstruction","Light GBM","p = 1","Scenario 2",0.250238815837435,35.9386078997053,"60",151
"77","Time series reconstruction","Lasso","p = 1","Scenario 2",0.216387831303441,31.6579028444967,"60",151
"78","Time series reconstruction","Random Forests","p = 1","Scenario 2",0.261745022940063,30.9597969885847,"60",151
"79","Naive up to 3 lags","Light GBM","p = 1","Scenario 2",0.200177815095624,42.2253638846326,"30",181
"80","Naive up to 3 lags","Random Forests","p = 1","Scenario 2",0.256702601086185,37.3548945497817,"30",181
"81","Naive up to 3 lags","Lasso","p = 1","Scenario 2",0.198639183601918,39.8877167296767,"30",181
"82","Naive up to 3 lags","Light GBM","p = 1","Scenario 2",0.227054284889697,35.0955271722006,"60",151
"83","Naive up to 3 lags","Random Forests","p = 1","Scenario 2",0.287989432394727,30.7942082598722,"60",151
"84","Naive up to 3 lags","Lasso","p = 1","Scenario 2",0.243858403058299,30.919503866049,"60",151
"85","Naive up to 6 lags","Light GBM","p = 1","Scenario 2",0.224586198434427,40.3440017152725,"30",181
"86","Naive up to 6 lags","Random Forests","p = 1","Scenario 2",0.246423011522912,37.1109683796195,"30",181
"87","Naive up to 6 lags","Lasso","p = 1","Scenario 2",0.292051625624048,36.5497971057201,"30",181
"88","Naive up to 6 lags","Light GBM","p = 1","Scenario 2",0.218622114404778,34.4563106981968,"60",151
"89","Naive up to 6 lags","Random Forests","p = 1","Scenario 2",0.269583750442601,30.886941779922,"60",151
"90","Naive up to 6 lags","Lasso","p = 1","Scenario 2",0.257587296832861,30.6531485706296,"60",151
"91","All climate time series","Light GBM","p = 1","Scenario 2",0.103556954916666,44.7993455084149,"30",181
"92","All climate time series","Random Forests","p = 1","Scenario 2",0.212963895498167,37.9627881981123,"30",181
"93","All climate time series","Lasso","p = 1","Scenario 2",0.157895463400395,39.222172020682,"30",181
"94","All climate time series","Light GBM","p = 1","Scenario 2",0.190866394626765,37.2652787517325,"60",151
"95","All climate time series","Random Forests","p = 1","Scenario 2",0.27454624946077,31.0534533829292,"60",151
"96","All climate time series","Lasso","p = 1","Scenario 2",0.244645049130645,31.0625091420353,"60",151
"97","Time series reconstruction","Light GBM","p = 3","Scenario 2",0.131082945352066,23.8517812816096,"30",181
"98","Time series reconstruction","Lasso","p = 3","Scenario 2",0.192027786439658,20.8135921998547,"30",181
"99","Time series reconstruction","Random Forests","p = 3","Scenario 2",0.213954627721655,20.2471385811222,"30",181
"100","Time series reconstruction","Light GBM","p = 3","Scenario 2",0.131331079239485,24.586095339367,"60",151
"101","Time series reconstruction","Lasso","p = 3","Scenario 2",0.22712562117667,21.2441424801521,"60",151
"102","Time series reconstruction","Random Forests","p = 3","Scenario 2",0.222439151655532,21.2467063615079,"60",151
"103","Naive up to 3 lags","Light GBM","p = 3","Scenario 2",0.18235818165815,23.2242969804773,"30",181
"104","Naive up to 3 lags","Random Forests","p = 3","Scenario 2",0.213011639453153,20.8131566906458,"30",181
"105","Naive up to 3 lags","Lasso","p = 3","Scenario 2",0.238227028116117,19.9468235911133,"30",181
